Zona,Cod Municipio,Municipio,Bairro,Qtd                                                                                                                     Eleitores
222.0,58670.0,NOVA FRIBURGO,GALDINÓPOLIS,245.0
222.0,58670.0,NOVA FRIBURGO,JANELA DAS ANDORINHAS,223.0
222.0,58670.0,NOVA FRIBURGO,JARDIM CALIFÓRNIA,2504.0
222.0,58670.0,NOVA FRIBURGO,JARDINLÂNDIA,903.0
222.0,58670.0,NOVA FRIBURGO,LUMIAR,2945.0
222.0,58670.0,NOVA FRIBURGO,MACAÉ DE CIMA,315.0
222.0,58670.0,NOVA FRIBURGO,PARQUE MARIA TERESA,941.0
222.0,58670.0,NOVA FRIBURGO,PILÕES,311.0
222.0,58670.0,NOVA FRIBURGO,PRADO,5888.0
222.0,58670.0,NOVA FRIBURGO,RIO BONITO,577.0
222.0,58670.0,NOVA FRIBURGO,RIOGRANDINA,4076.0
222.0,58670.0,NOVA FRIBURGO,SALINAS,843.0
222.0,58670.0,NOVA FRIBURGO,SANTA CRUZ,961.0
222.0,58670.0,NOVA FRIBURGO,STUCKY,552.0
222.0,58670.0,NOVA FRIBURGO,SÃO LOURENÇO,605.0
222.0,58670.0,NOVA FRIBURGO,SÃO PEDRO DA SERRA,1599.0
222.0,58670.0,NOVA FRIBURGO,VARGEM ALTA,855.0
225.0,58424.0,SEROPÉDICA,BOA ESPERANCA,4714.0
225.0,58424.0,SEROPÉDICA,CAMPO LINDO,6694.0
225.0,58424.0,SEROPÉDICA,CANTO DO RIO,1804.0
225.0,58424.0,SEROPÉDICA,CENTRO,9423.0
225.0,58424.0,SEROPÉDICA,DOM BOSCO,4682.0
225.0,58424.0,SEROPÉDICA,ECOLOGIA,7925.0
225.0,58424.0,SEROPÉDICA,FAZENDA CAXIAS,2699.0
225.0,58424.0,SEROPÉDICA,JARDIM ACACIAS,4299.0
225.0,58424.0,SEROPÉDICA,JARDIM MARACANA,2121.0
225.0,58424.0,SEROPÉDICA,PARQUE JACIMAR,2987.0
225.0,58424.0,SEROPÉDICA,SANTA SOFIA,2869.0
225.0,58424.0,SEROPÉDICA,SAO MIGUEL,2498.0
225.0,58424.0,SEROPÉDICA,VERA CRUZ,2287.0
226.0,58777.0,PETRÓPOLIS,ARARAS,4863.0
226.0,58777.0,PETRÓPOLIS,CUIABA,1649.0
226.0,58777.0,PETRÓPOLIS,ITAIPAVA,13825.0
226.0,58777.0,PETRÓPOLIS,MALTA,1193.0
226.0,58777.0,PETRÓPOLIS,PEDRO DO RIO,10856.0
226.0,58777.0,PETRÓPOLIS,POSSE,7754.0
227.0,58777.0,PETRÓPOLIS,CASTELANEA,8244.0
227.0,58777.0,PETRÓPOLIS,CORONEL VEIGA,4122.0
227.0,58777.0,PETRÓPOLIS,INDEPENDENCIA,6093.0
227.0,58777.0,PETRÓPOLIS,QUITANDINHA,17118.0
227.0,58777.0,PETRÓPOLIS,SIMÉRIA,2528.0
227.0,58777.0,PETRÓPOLIS,SÃO SEBASTIÃO,5664.0
228.0,60011.0,RIO DE JANEIRO,MARACANÃ,16803.0
228.0,60011.0,RIO DE JANEIRO,TIJUCA,9170.0
229.0,60011.0,RIO DE JANEIRO,CATUMBI,12228.0
229.0,60011.0,RIO DE JANEIRO,ESTÁCIO,10487.0
229.0,60011.0,RIO DE JANEIRO,RIO COMPRIDO,37832.0
230.0,60011.0,RIO DE JANEIRO,BANGU,179.0
230.0,60011.0,RIO DE JANEIRO,CATIRI,5938.0
230.0,60011.0,RIO DE JANEIRO,JARDIM BANGU,12132.0
230.0,60011.0,RIO DE JANEIRO,VILA KENNEDY,39772.0
231.0,60011.0,RIO DE JANEIRO,BANGU,18111.0
231.0,60011.0,RIO DE JANEIRO,PADRE MIGUEL,11223.0
231.0,60011.0,RIO DE JANEIRO,REALENGO,11303.0
232.0,60011.0,RIO DE JANEIRO,PADRE MIGUEL,33008.0
233.0,60011.0,RIO DE JANEIRO,PADRE MIGUEL,12295.0
233.0,60011.0,RIO DE JANEIRO,REALENGO,35989.0
234.0,60011.0,RIO DE JANEIRO,REALENGO,48263.0
235.0,60011.0,RIO DE JANEIRO,MAGALHÃES BASTOS,24983.0
235.0,60011.0,RIO DE JANEIRO,REALENGO,12957.0
236.0,60011.0,RIO DE JANEIRO,BANGU,15554.0
236.0,60011.0,RIO DE JANEIRO,SENADOR CAMARÁ,7078.0
237.0,60011.0,RIO DE JANEIRO,AUGUSTO VASCONCELOS,6777.0
237.0,60011.0,RIO DE JANEIRO,SANTÍSSIMO,14534.0
237.0,60011.0,RIO DE JANEIRO,SENADOR CAMARÁ,20876.0
238.0,60011.0,RIO DE JANEIRO,BANGU,29069.0
238.0,60011.0,RIO DE JANEIRO,SENADOR CAMARÁ,18764.0
240.0,60011.0,RIO DE JANEIRO,SANTA CRUZ,44443.0
241.0,60011.0,RIO DE JANEIRO,COSMOS,8129.0
241.0,60011.0,RIO DE JANEIRO,PACIENCIA,37913.0
241.0,60011.0,RIO DE JANEIRO,SANTA CRUZ,16193.0
242.0,60011.0,RIO DE JANEIRO,CAMPO GRANDE,52918.0
242.0,60011.0,RIO DE JANEIRO,INHOAÍBA,15975.0
243.0,60011.0,RIO DE JANEIRO,BARRA DE GUARATIBA,4881.0
243.0,60011.0,RIO DE JANEIRO,GUARATIBA,27883.0
243.0,60011.0,RIO DE JANEIRO,ILHA DE GUARATIBA,10565.0
243.0,60011.0,RIO DE JANEIRO,PEDRA DE GUARATIBA,20190.0
244.0,60011.0,RIO DE JANEIRO,CAMPO GRANDE,35915.0
245.0,60011.0,RIO DE JANEIRO,CAMPO GRANDE,59892.0
245.0,60011.0,RIO DE JANEIRO,INHOAÍBA,8249.0
246.0,60011.0,RIO DE JANEIRO,CAMPO GRANDE,15519.0
246.0,60011.0,RIO DE JANEIRO,COSMOS,31317.0
246.0,60011.0,RIO DE JANEIRO,INHOAÍBA,5312.0
246.0,60011.0,RIO DE JANEIRO,PACIENCIA,44023.0
246.0,60011.0,RIO DE JANEIRO,SANTA CRUZ,182.0
249.0,58190.0,CAMPOS DOS GOYTACAZES,CENTRO,2996.0
249.0,58190.0,CAMPOS DOS GOYTACAZES,IPS,4006.0
249.0,58190.0,CAMPOS DOS GOYTACAZES,NOVO JOCKEY,2566.0
249.0,58190.0,CAMPOS DOS GOYTACAZES,PARQUE AURORA,12197.0
249.0,58190.0,CAMPOS DOS GOYTACAZES,PARQUE BELA VISTA,1561.0
249.0,58190.0,CAMPOS DOS GOYTACAZES,PARQUE PENHA,9533.0
249.0,58190.0,CAMPOS DOS GOYTACAZES,PARQUE ROSÁRIO,3899.0
249.0,58190.0,CAMPOS DOS GOYTACAZES,PARQUE TROPICAL,1723.0
249.0,58190.0,CAMPOS DOS GOYTACAZES,PARQUE TURF CLUB,11105.0
250.0,58696.0,NOVA IGUAÇU,AUSTIN,37633.0
250.0,58696.0,NOVA IGUAÇU,CENTRO DE AUSTIN,6765.0
250.0,58696.0,NOVA IGUAÇU,INCONFIDÊNCIA,245.0
252.0,60011.0,RIO DE JANEIRO,COPACABANA,29485.0
252.0,60011.0,RIO DE JANEIRO,IPANEMA,10139.0
252.0,60011.0,RIO DE JANEIRO,LAGOA,5820.0
254.0,58475.0,MACAÉ,AJUDA DE BAIXO,5694.0
254.0,58475.0,MACAÉ,AROEIRAS,11762.0
254.0,58475.0,MACAÉ,BALNEÁRIO LAGOMAR,7412.0
254.0,58475.0,MACAÉ,BARRA DE MACAÉ,15223.0
254.0,58475.0,MACAÉ,ENGENHO DA PRAIA,2827.0
254.0,58475.0,MACAÉ,FRONTEIRA,4873.0
254.0,58475.0,MACAÉ,JARDIM SANTO ANTONIO,2427.0
254.0,58475.0,MACAÉ,PARQUE AEROPORTO,19516.0
254.0,58475.0,MACAÉ,SÃO JOSÉ DO BARRETO,2527.0
255.0,58009.0,QUISSAMÃ,ALTO ALEGRE,3521.0
255.0,58009.0,QUISSAMÃ,BARRA DO FURADO,1443.0
255.0,58009.0,QUISSAMÃ,CAXIAS,3309.0
255.0,58009.0,QUISSAMÃ,CENTRO,6782.0
255.0,58009.0,QUISSAMÃ,PENHA,539.0
255.0,58009.0,QUISSAMÃ,SANTA CATARINA,1597.0
255.0,58009.0,QUISSAMÃ,SITIO QUISSAMÃ,900.0
255.0,58300.0,CARAPEBUS,CENTRO,9812.0
255.0,58300.0,CARAPEBUS,RODAGEM,425.0
255.0,58300.0,CARAPEBUS,UBAS,2126.0
256.0,58130.0,CABO FRIO,ANGELIM,335.0
256.0,58130.0,CABO FRIO,AQUÁRIOS,9867.0
256.0,58130.0,CABO FRIO,ARAÇÁ,270.0
256.0,58130.0,CABO FRIO,BOTAFOGO,877.0
256.0,58130.0,CABO FRIO,CAMPOS NOVOS,581.0
256.0,58130.0,CABO FRIO,FLORESTINHA,1010.0
256.0,58130.0,CABO FRIO,GAMBOA,2085.0
256.0,58130.0,CABO FRIO,GURIRI,685.0
256.0,58130.0,CABO FRIO,JACARÉ,6481.0
256.0,58130.0,CABO FRIO,JARDIM ESPERANÇA,16526.0
256.0,58130.0,CABO FRIO,JARDIM PERÓ,3290.0
256.0,58130.0,CABO FRIO,MARIA JOAQUINA,1447.0
256.0,58130.0,CABO FRIO,MONTE ALEGRE,1738.0
256.0,58130.0,CABO FRIO,PACHECO,518.0
256.0,58130.0,CABO FRIO,PERÓ,4921.0
256.0,58130.0,CABO FRIO,PORTO DO CARRO,3768.0
256.0,58130.0,CABO FRIO,SAMBURÁ,830.0
256.0,58130.0,CABO FRIO,SÃO JACINTO,378.0
256.0,58130.0,CABO FRIO,TANGARÁ,4352.0
256.0,58130.0,CABO FRIO,UNAMAR,11786.0
