Zona,Cod Municipio,Municipio,Bairro,Qtd                                                                                                                     Eleitores
1.0,60011.0,RIO DE JANEIRO,CENTRO,13151.0
1.0,60011.0,RIO DE JANEIRO,PAQUETÁ,3127.0
1.0,60011.0,RIO DE JANEIRO,SANTO CRISTO,3433.0
1.0,60011.0,RIO DE JANEIRO,SAUDE,8646.0
2.0,60011.0,RIO DE JANEIRO,CAJU,15581.0
2.0,60011.0,RIO DE JANEIRO,SÃO CRISTÓVÃO,33930.0
3.0,60011.0,RIO DE JANEIRO,BOTAFOGO,3994.0
3.0,60011.0,RIO DE JANEIRO,FLAMENGO,38336.0
4.0,60011.0,RIO DE JANEIRO,BOTAFOGO,33933.0
4.0,60011.0,RIO DE JANEIRO,HUMAITA,15277.0
5.0,60011.0,RIO DE JANEIRO,COPACABANA,22409.0
5.0,60011.0,RIO DE JANEIRO,LEME,13450.0
6.0,60011.0,RIO DE JANEIRO,TIJUCA,31762.0
7.0,60011.0,RIO DE JANEIRO,TIJUCA,72571.0
8.0,60011.0,RIO DE JANEIRO,CACHAMBI,1074.0
8.0,60011.0,RIO DE JANEIRO,ENGENHO NOVO,4729.0
8.0,60011.0,RIO DE JANEIRO,JACARÉ,17103.0
8.0,60011.0,RIO DE JANEIRO,MARIA DA GRAÇA,3149.0
8.0,60011.0,RIO DE JANEIRO,RIACHUELO,9067.0
8.0,60011.0,RIO DE JANEIRO,ROCHA,16182.0
8.0,60011.0,RIO DE JANEIRO,TRIAGEM,156.0
9.0,60011.0,RIO DE JANEIRO,BARRA,39107.0
9.0,60011.0,RIO DE JANEIRO,CAMORIM,14263.0
9.0,60011.0,RIO DE JANEIRO,RECREIO,38680.0
9.0,60011.0,RIO DE JANEIRO,VARGEM GRANDE,11010.0
9.0,60011.0,RIO DE JANEIRO,VARGEM PEQUENA,8337.0
10.0,60011.0,RIO DE JANEIRO,CASCADURA,5764.0
10.0,60011.0,RIO DE JANEIRO,ENCANTADO,12556.0
10.0,60011.0,RIO DE JANEIRO,PIEDADE,11706.0
10.0,60011.0,RIO DE JANEIRO,QUINTINO BOCAIUVA,15086.0
10.0,60011.0,RIO DE JANEIRO,ÁGUA SANTA,8330.0
11.0,60011.0,RIO DE JANEIRO,BRÁS DE PINA,3816.0
11.0,60011.0,RIO DE JANEIRO,OLARIA,7325.0
11.0,60011.0,RIO DE JANEIRO,PENHA,22149.0
11.0,60011.0,RIO DE JANEIRO,PENHA CIRCULAR,10440.0
12.0,60011.0,RIO DE JANEIRO,CASCADURA,7559.0
12.0,60011.0,RIO DE JANEIRO,MADUREIRA,11602.0
12.0,60011.0,RIO DE JANEIRO,OSWALDO CRUZ,2968.0
13.0,60011.0,RIO DE JANEIRO,FREGUESIA JPA,59329.0
14.0,60011.0,RIO DE JANEIRO,ENCANTADO,3198.0
14.0,60011.0,RIO DE JANEIRO,ENGENHO DE DENTRO,6199.0
14.0,60011.0,RIO DE JANEIRO,PIEDADE,26468.0
15.0,60011.0,RIO DE JANEIRO,BENTO RIBEIRO,14009.0
15.0,60011.0,RIO DE JANEIRO,MARECHAL HERMES,19673.0
15.0,60011.0,RIO DE JANEIRO,VILA MILITAR,1011.0
16.0,60011.0,RIO DE JANEIRO,COSME VELHO,7913.0
16.0,60011.0,RIO DE JANEIRO,LARANJEIRAS,42281.0
17.0,60011.0,RIO DE JANEIRO,GÁVEA,4576.0
17.0,60011.0,RIO DE JANEIRO,LEBLON,44871.0
18.0,60011.0,RIO DE JANEIRO,COPACABANA,29985.0
19.0,60011.0,RIO DE JANEIRO,ANDARAÍ,2962.0
19.0,60011.0,RIO DE JANEIRO,MARACANÃ,1355.0
19.0,60011.0,RIO DE JANEIRO,VILA ISABEL,45380.0
20.0,60011.0,RIO DE JANEIRO,ENGENHO DE DENTRO,28163.0
20.0,60011.0,RIO DE JANEIRO,MEIER,11852.0
20.0,60011.0,RIO DE JANEIRO,TODOS OS SANTOS,6932.0
21.0,60011.0,RIO DE JANEIRO,BONSUCESSO,5917.0
21.0,60011.0,RIO DE JANEIRO,ENGENHO DA RAINHA,5197.0
21.0,60011.0,RIO DE JANEIRO,INHAUMA,6674.0
21.0,60011.0,RIO DE JANEIRO,RAMOS,38573.0
21.0,60011.0,RIO DE JANEIRO,TOMAS COELHO,117.0
21.0,60011.0,RIO DE JANEIRO,TOMÁS COELHO,1844.0
22.0,60011.0,RIO DE JANEIRO,COLÉGIO,9230.0
22.0,60011.0,RIO DE JANEIRO,IRAJÁ,54462.0
22.0,60011.0,RIO DE JANEIRO,VILA DA PENHA,2091.0
23.0,60011.0,RIO DE JANEIRO,DEODORO,11923.0
23.0,60011.0,RIO DE JANEIRO,GUADALUPE,41688.0
24.0,60011.0,RIO DE JANEIRO,BANGU,52264.0
24.0,60011.0,RIO DE JANEIRO,SENADOR CAMARÁ,11794.0
25.0,60011.0,RIO DE JANEIRO,GUARATIBA,8994.0
25.0,60011.0,RIO DE JANEIRO,NOVA SEPETIBA,4074.0
25.0,60011.0,RIO DE JANEIRO,PEDRA DE GUARATIBA,3740.0
25.0,60011.0,RIO DE JANEIRO,SANTA CRUZ,28352.0
25.0,60011.0,RIO DE JANEIRO,SEPETIBA,30294.0
26.0,58670.0,NOVA FRIBURGO,BRAUNES,2055.0
26.0,58670.0,NOVA FRIBURGO,CATARCIONE,3012.0
26.0,58670.0,NOVA FRIBURGO,CENTRO,20985.0
26.0,58670.0,NOVA FRIBURGO,CHACARA DO PARAISO,3880.0
26.0,58670.0,NOVA FRIBURGO,CORDOEIRA,4090.0
26.0,58670.0,NOVA FRIBURGO,CORREGO DANTAS,1263.0
26.0,58670.0,NOVA FRIBURGO,DUAS PEDRAS,3021.0
26.0,58670.0,NOVA FRIBURGO,GRANJA SPINELLI,465.0
26.0,58670.0,NOVA FRIBURGO,JARDIM OURO PRETO,3164.0
26.0,58670.0,NOVA FRIBURGO,NOVA SUIÇA,1663.0
26.0,58670.0,NOVA FRIBURGO,PONTE DA SAUDADE,1028.0
26.0,58670.0,NOVA FRIBURGO,SÃO GERALDO,4773.0
26.0,58670.0,NOVA FRIBURGO,TINGLY,211.0
26.0,58670.0,NOVA FRIBURGO,VARGINHA,2405.0
26.0,58670.0,NOVA FRIBURGO,VILA AMÉLIA,3335.0
26.0,58670.0,NOVA FRIBURGO,VILA NOVA,2889.0
26.0,58670.0,NOVA FRIBURGO,VILAGE,2071.0
26.0,58670.0,NOVA FRIBURGO,YPU,4209.0
27.0,58696.0,NOVA IGUAÇU,BAIRRO DA LUZ,2459.0
27.0,58696.0,NOVA IGUAÇU,CENTRO,37428.0
27.0,58696.0,NOVA IGUAÇU,FACULDADE,3794.0
28.0,58734.0,PARAÍBA DO SUL,BARÃO DE ANGRA,697.0
28.0,58734.0,PARAÍBA DO SUL,BELA VISTA,582.0
28.0,58734.0,PARAÍBA DO SUL,CARVALHAIS,98.0
28.0,58734.0,PARAÍBA DO SUL,CAVARU,216.0
28.0,58734.0,PARAÍBA DO SUL,CENTRO,10428.0
28.0,58734.0,PARAÍBA DO SUL,ELDORADO,323.0
28.0,58734.0,PARAÍBA DO SUL,INCONFIDÊNCIA,854.0
28.0,58734.0,PARAÍBA DO SUL,INEMA,671.0
28.0,58734.0,PARAÍBA DO SUL,JATOBÁ,3719.0
28.0,58734.0,PARAÍBA DO SUL,LIBERDADE,3234.0
28.0,58734.0,PARAÍBA DO SUL,LIMOEIRO,1494.0
28.0,58734.0,PARAÍBA DO SUL,PALHAS,2756.0
28.0,58734.0,PARAÍBA DO SUL,PARQUE MORONE,473.0
28.0,58734.0,PARAÍBA DO SUL,QUEIMA SANGUE,392.0
28.0,58734.0,PARAÍBA DO SUL,SARDOAL,740.0
28.0,58734.0,PARAÍBA DO SUL,SERTÃO DO CALIXTO,238.0
28.0,58734.0,PARAÍBA DO SUL,VIEIRA CORTEZ,354.0
28.0,58734.0,PARAÍBA DO SUL,VILA SALUTÁRIS,3872.0
28.0,58734.0,PARAÍBA DO SUL,WERNECK,3007.0
29.0,58777.0,PETRÓPOLIS,ALTO DA SERRA,14198.0
29.0,58777.0,PETRÓPOLIS,CAXAMBU,1485.0
29.0,58777.0,PETRÓPOLIS,CENTRO,25243.0
29.0,58777.0,PETRÓPOLIS,CHÁCARA FLORA,1395.0
29.0,58777.0,PETRÓPOLIS,ESTRADA DA SAUDADE,1872.0
29.0,58777.0,PETRÓPOLIS,MORIN,5631.0
29.0,58777.0,PETRÓPOLIS,QUISSAMÃ,9606.0
30.0,58246.0,PINHEIRAL,BNH,2047.0
30.0,58246.0,PINHEIRAL,CENTRO,9720.0
30.0,58246.0,PINHEIRAL,KM 09,367.0
30.0,58246.0,PINHEIRAL,PALMEIRAS,1486.0
30.0,58246.0,PINHEIRAL,PARQUE MAYRA,1131.0
30.0,58246.0,PINHEIRAL,SÃO JORGE,2931.0
30.0,58793.0,PIRAÍ,ACAMPAMENTO DA LIGHT,954.0
30.0,58793.0,PIRAÍ,ARROZAL,3926.0
30.0,58793.0,PIRAÍ,CACARIA,1031.0
30.0,58793.0,PIRAÍ,CAIÇARA,366.0
30.0,58793.0,PIRAÍ,CASA AMARELA,2458.0
30.0,58793.0,PIRAÍ,CENTRO,6588.0
30.0,58793.0,PIRAÍ,JAQUEIRA,987.0
30.0,58793.0,PIRAÍ,PONTE DAS LARANJEIRAS,952.0
30.0,58793.0,PIRAÍ,RIBEIRÃO DAS LAJES,747.0
30.0,58793.0,PIRAÍ,ROSA MACHADO,637.0
30.0,58793.0,PIRAÍ,SANTANÉSIA,1564.0
30.0,58793.0,PIRAÍ,SERRA DO MATOSO,262.0
30.0,58793.0,PIRAÍ,VARJÃO,1430.0
31.0,58831.0,RESENDE,ALEGRIA,3615.0
31.0,58831.0,RESENDE,ALVORADA,80.0
31.0,58831.0,RESENDE,CENTRO,7351.0
31.0,58831.0,RESENDE,CIDADE ALEGRIA,5560.0
31.0,58831.0,RESENDE,CIDADE DA ALEGRIA,5388.0
31.0,58831.0,RESENDE,ITAPUCA,1936.0
31.0,58831.0,RESENDE,JARDIM JALISCO,6819.0
31.0,58831.0,RESENDE,LAVAPÉS,944.0
31.0,58831.0,RESENDE,MANEJO,6658.0
31.0,58831.0,RESENDE,MIRANTE DAS AGULHAS,283.0
31.0,58831.0,RESENDE,MORADA DA COLINA,5738.0
31.0,58831.0,RESENDE,NOVA LIBERDADE,3076.0
31.0,58831.0,RESENDE,NOVO SURUBI,1148.0
31.0,58831.0,RESENDE,SANTO AMARO,2204.0
31.0,58831.0,RESENDE,SURUBI,1307.0
31.0,58831.0,RESENDE,TOYOTA I,4067.0
31.0,58831.0,RESENDE,VICENTINA,922.0
31.0,58831.0,RESENDE,VILA JULIETA,1687.0
32.0,58858.0,RIO BONITO,BASÍLIO,2571.0
32.0,58858.0,RIO BONITO,BELA VISTA,3806.0
32.0,58858.0,RIO BONITO,BOA ESPERANÇA,4782.0
32.0,58858.0,RIO BONITO,BOQUEIRÃO,2295.0
32.0,58858.0,RIO BONITO,CENTRO,15807.0
32.0,58858.0,RIO BONITO,LAVRAS,596.0
32.0,58858.0,RIO BONITO,MATA,678.0
32.0,58858.0,RIO BONITO,NOVA CIDADE,1126.0
32.0,58858.0,RIO BONITO,PARQUE INDIANO,1440.0
32.0,58858.0,RIO BONITO,PRAÇA B. LOPES,1047.0
32.0,58858.0,RIO BONITO,PRAÇA CRUZEIRO,5914.0
32.0,58858.0,RIO BONITO,RIO DO OURO,2095.0
32.0,58858.0,RIO BONITO,RIO SECO,1203.0
32.0,58858.0,RIO BONITO,RIO VERMELHO,1196.0
32.0,58858.0,RIO BONITO,VERTENTE,648.0
33.0,58912.0,SANTA MARIA MADALENA,AGULHA DOS LEAIS,342.0
33.0,58912.0,SANTA MARIA MADALENA,ALTO IMBÉ,348.0
33.0,58912.0,SANTA MARIA MADALENA,BRINCO,200.0
33.0,58912.0,SANTA MARIA MADALENA,CENTRO,3165.0
33.0,58912.0,SANTA MARIA MADALENA,MANOEL DE MORAES,350.0
33.0,58912.0,SANTA MARIA MADALENA,OSÓRIO BERSOT,390.0
33.0,58912.0,SANTA MARIA MADALENA,PARQUE ITAPORANGA,2054.0
33.0,58912.0,SANTA MARIA MADALENA,RENASCENÇA,89.0
33.0,58912.0,SANTA MARIA MADALENA,RIBEIRÃO SANTÍSSIMO,151.0
33.0,58912.0,SANTA MARIA MADALENA,SANTO ANTÔNIO DO IMBÉ,585.0
33.0,58912.0,SANTA MARIA MADALENA,SOSSÊGO,351.0
33.0,58912.0,SANTA MARIA MADALENA,TRIUNFO,813.0
34.0,58181.0,APERIBÉ,CENTRO,7937.0
34.0,58181.0,APERIBÉ,PONTE SECA,467.0
34.0,58181.0,APERIBÉ,PORTO DAS BARCAS,595.0
34.0,58939.0,SANTO ANTÔNIO DE PÁDUA,ARRAIALZINHO,520.0
34.0,58939.0,SANTO ANTÔNIO DE PÁDUA,BALTAZAR,379.0
34.0,58939.0,SANTO ANTÔNIO DE PÁDUA,BOA NOVA,848.0
34.0,58939.0,SANTO ANTÔNIO DE PÁDUA,CAMPELO,625.0
34.0,58939.0,SANTO ANTÔNIO DE PÁDUA,CEHAB,2709.0
34.0,58939.0,SANTO ANTÔNIO DE PÁDUA,CENTRO,7202.0
34.0,58939.0,SANTO ANTÔNIO DE PÁDUA,CIDADE NOVA,1054.0
34.0,58939.0,SANTO ANTÔNIO DE PÁDUA,DEZESSETE,1102.0
34.0,58939.0,SANTO ANTÔNIO DE PÁDUA,FERREIRA,3228.0
34.0,58939.0,SANTO ANTÔNIO DE PÁDUA,GLORIA,564.0
34.0,58939.0,SANTO ANTÔNIO DE PÁDUA,IBITIGUACU,617.0
34.0,58939.0,SANTO ANTÔNIO DE PÁDUA,MANGUEIRAO,170.0
34.0,58939.0,SANTO ANTÔNIO DE PÁDUA,MARANGATU,1253.0
34.0,58939.0,SANTO ANTÔNIO DE PÁDUA,MONTE ALEGRE,2085.0
34.0,58939.0,SANTO ANTÔNIO DE PÁDUA,PARAOQUENA,574.0
34.0,58939.0,SANTO ANTÔNIO DE PÁDUA,SALGUEIRO,193.0
34.0,58939.0,SANTO ANTÔNIO DE PÁDUA,SANTA CRUZ,932.0
34.0,58939.0,SANTO ANTÔNIO DE PÁDUA,SANTA LUZIA,1120.0
34.0,58939.0,SANTO ANTÔNIO DE PÁDUA,SAO FELIX,2359.0
34.0,58939.0,SANTO ANTÔNIO DE PÁDUA,SAO LUIZ,1112.0
34.0,58939.0,SANTO ANTÔNIO DE PÁDUA,SAO PEDRO,1563.0
34.0,58939.0,SANTO ANTÔNIO DE PÁDUA,SAPAL,1800.0
34.0,58939.0,SANTO ANTÔNIO DE PÁDUA,TAVARES,1136.0
35.0,58955.0,SÃO FIDÉLIS,BARRA DO MACACO,120.0
35.0,58955.0,SÃO FIDÉLIS,BARRO BRANCO,257.0
35.0,58955.0,SÃO FIDÉLIS,BARÃO DE MACAÚBAS,5543.0
35.0,58955.0,SÃO FIDÉLIS,BOA ESPERANÇA,374.0
35.0,58955.0,SÃO FIDÉLIS,BUIÃO,219.0
35.0,58955.0,SÃO FIDÉLIS,CAMBIASCA,461.0
35.0,58955.0,SÃO FIDÉLIS,CENTRO,6136.0
35.0,58955.0,SÃO FIDÉLIS,COLÔNIA,1240.0
35.0,58955.0,SÃO FIDÉLIS,ERNESTO MACHADO,810.0
35.0,58955.0,SÃO FIDÉLIS,GRUMARIM,117.0
35.0,58955.0,SÃO FIDÉLIS,IPUCA,3707.0
35.0,58955.0,SÃO FIDÉLIS,LAJE,269.0
35.0,58955.0,SÃO FIDÉLIS,MONTESE,3337.0
35.0,58955.0,SÃO FIDÉLIS,OLHO D'ÁGUA,193.0
35.0,58955.0,SÃO FIDÉLIS,PENEDO,319.0
35.0,58955.0,SÃO FIDÉLIS,PUREZA,1531.0
35.0,58955.0,SÃO FIDÉLIS,RECREIO,145.0
35.0,58955.0,SÃO FIDÉLIS,SANTA CATARINA,335.0
35.0,58955.0,SÃO FIDÉLIS,TABUA,299.0
35.0,58955.0,SÃO FIDÉLIS,USINA PUREZA,1284.0
35.0,58955.0,SÃO FIDÉLIS,VALÃO DE AREIA,190.0
35.0,58955.0,SÃO FIDÉLIS,VALÃO DOS MILAGRES,685.0
35.0,58955.0,SÃO FIDÉLIS,VILA DOS COROADOS,3182.0
36.0,58971.0,SÃO GONÇALO,BOAÇU,17265.0
36.0,58971.0,SÃO GONÇALO,BRASILÂNDIA,10806.0
36.0,58971.0,SÃO GONÇALO,CENTRO,3292.0
36.0,58971.0,SÃO GONÇALO,MUTUA,7469.0
36.0,58971.0,SÃO GONÇALO,PORTO DO ROSA,11120.0
37.0,58998.0,SÃO JOÃO DA BARRA,ACU,2536.0
37.0,58998.0,SÃO JOÃO DA BARRA,AGUA PRETA,776.0
37.0,58998.0,SÃO JOÃO DA BARRA,ATAFONA,5540.0
37.0,58998.0,SÃO JOÃO DA BARRA,BARCELOS,3985.0
37.0,58998.0,SÃO JOÃO DA BARRA,CAJUEIRO,531.0
37.0,58998.0,SÃO JOÃO DA BARRA,CAMPO DE AREIA,601.0
37.0,58998.0,SÃO JOÃO DA BARRA,CARRAPICHO,747.0
37.0,58998.0,SÃO JOÃO DA BARRA,CAZUMBA,1724.0
37.0,58998.0,SÃO JOÃO DA BARRA,CENTRO,8488.0
37.0,58998.0,SÃO JOÃO DA BARRA,CHATUBA,837.0
37.0,58998.0,SÃO JOÃO DA BARRA,DEGREDO,1729.0
37.0,58998.0,SÃO JOÃO DA BARRA,ESTRADA DA CORUJA,458.0
37.0,58998.0,SÃO JOÃO DA BARRA,GRUSSAI,6891.0
37.0,58998.0,SÃO JOÃO DA BARRA,MATO ESCURO,1453.0
37.0,58998.0,SÃO JOÃO DA BARRA,PALACETE,574.0
37.0,58998.0,SÃO JOÃO DA BARRA,PIPEIRAS,761.0
38.0,59153.0,TERESÓPOLIS,AGRIÕES,2997.0
38.0,59153.0,TERESÓPOLIS,ALBUQUERQUE,2912.0
38.0,59153.0,TERESÓPOLIS,BARRA DO IMBUÍ,9866.0
38.0,59153.0,TERESÓPOLIS,CALEME,1812.0
38.0,59153.0,TERESÓPOLIS,CANOAS,700.0
38.0,59153.0,TERESÓPOLIS,CORTA VENTO,787.0
38.0,59153.0,TERESÓPOLIS,ERMITAGE,1901.0
38.0,59153.0,TERESÓPOLIS,FEO,803.0
38.0,59153.0,TERESÓPOLIS,FISCHER,376.0
38.0,59153.0,TERESÓPOLIS,FONTE SANTA,5599.0
38.0,59153.0,TERESÓPOLIS,GRANJA FLORESTAL,1615.0
38.0,59153.0,TERESÓPOLIS,JARDIM PINHEIROS,722.0
38.0,59153.0,TERESÓPOLIS,PARQUE DO IMBUÍ,1064.0
38.0,59153.0,TERESÓPOLIS,PIMENTEIRAS,1397.0
38.0,59153.0,TERESÓPOLIS,POSSE,1139.0
38.0,59153.0,TERESÓPOLIS,PRATA,485.0
38.0,59153.0,TERESÓPOLIS,QUEBRA FRASCOS,787.0
38.0,59153.0,TERESÓPOLIS,TIJUCA,4372.0
38.0,59153.0,TERESÓPOLIS,VILA MUQUI,882.0
38.0,59153.0,TERESÓPOLIS,VÁRZEA,17112.0
39.0,59170.0,TRAJANO DE MORAIS,BARRA DOS PASSOS,823.0
39.0,59170.0,TRAJANO DE MORAIS,CENTRO,3414.0
39.0,59170.0,TRAJANO DE MORAIS,LAGOINHA,109.0
39.0,59170.0,TRAJANO DE MORAIS,MARIA MENDONÇA,633.0
39.0,59170.0,TRAJANO DE MORAIS,MONTE CAFÉ,595.0
39.0,59170.0,TRAJANO DE MORAIS,PONTE DE ZINCO,229.0
39.0,59170.0,TRAJANO DE MORAIS,PONTE NOVA,285.0
39.0,59170.0,TRAJANO DE MORAIS,SERRA DAS ALMAS,353.0
39.0,59170.0,TRAJANO DE MORAIS,SODRELÂNDIA,652.0
39.0,59170.0,TRAJANO DE MORAIS,TAPERA,802.0
39.0,59170.0,TRAJANO DE MORAIS,VISCONDE DE IMBÉ,1245.0
40.0,58165.0,COMENDADOR LEVY GASPARIAN,AFONSO ARINOS,638.0
40.0,58165.0,COMENDADOR LEVY GASPARIAN,CENTRO,2719.0
40.0,58165.0,COMENDADOR LEVY GASPARIAN,FABRICA,325.0
40.0,58165.0,COMENDADOR LEVY GASPARIAN,FONSECA ALMEIDA,1763.0
40.0,58165.0,COMENDADOR LEVY GASPARIAN,GROTAO,892.0
40.0,58165.0,COMENDADOR LEVY GASPARIAN,GULF,830.0
40.0,58165.0,COMENDADOR LEVY GASPARIAN,MONT SERRAT,578.0
40.0,59196.0,TRÊS RIOS,CANTAGALO,4225.0
40.0,59196.0,TRÊS RIOS,CENTRO,16760.0
40.0,59196.0,TRÊS RIOS,MORRO DA CTB,341.0
40.0,59196.0,TRÊS RIOS,NOVA NITERÓI,591.0
41.0,59234.0,VASSOURAS,ALIANÇA,108.0
41.0,59234.0,VASSOURAS,ANDRADE COSTA,630.0
41.0,59234.0,VASSOURAS,ANDRADE PINTO,1325.0
41.0,59234.0,VASSOURAS,BARÃO DE VASSOURAS,1068.0
41.0,59234.0,VASSOURAS,CANANÉIA,164.0
41.0,59234.0,VASSOURAS,CAPIM D'ANGOLA,137.0
41.0,59234.0,VASSOURAS,CARVALHEIRA,4145.0
41.0,59234.0,VASSOURAS,CENTENÁRIO,1776.0
41.0,59234.0,VASSOURAS,CENTRO,8973.0
41.0,59234.0,VASSOURAS,DEMÉTRIO RIBEIRO,747.0
41.0,59234.0,VASSOURAS,ESQUINA DA ALEGRIA,434.0
41.0,59234.0,VASSOURAS,FERREIROS,413.0
41.0,59234.0,VASSOURAS,GLÓRIA,153.0
41.0,59234.0,VASSOURAS,GRECCO,1809.0
41.0,59234.0,VASSOURAS,IPIRANGA,530.0
41.0,59234.0,VASSOURAS,ITAKAMOSI,1092.0
41.0,59234.0,VASSOURAS,MADRUGA,1813.0
41.0,59234.0,VASSOURAS,MANCUSI,584.0
41.0,59234.0,VASSOURAS,MASSAMBARÁ,1527.0
41.0,59234.0,VASSOURAS,PIRAUÍ,420.0
41.0,59234.0,VASSOURAS,POCINHOS,518.0
41.0,59234.0,VASSOURAS,RESIDÊNCIA,1409.0
41.0,59234.0,VASSOURAS,SAMAMBAIA,93.0
41.0,59234.0,VASSOURAS,TINGUÁ,364.0
42.0,58092.0,BOM JARDIM,ALTO DE SÃO JOSÉ,1316.0
42.0,58092.0,BOM JARDIM,BANQUETE,2461.0
42.0,58092.0,BOM JARDIM,BARRA ALEGRE,1289.0
42.0,58092.0,BOM JARDIM,BEM-TE-VI AMARELO,517.0
42.0,58092.0,BOM JARDIM,CAMPO BELO,546.0
42.0,58092.0,BOM JARDIM,CENTRO,7557.0
42.0,58092.0,BOM JARDIM,CÓRREGO DE SANTO ANTONIO,846.0
42.0,58092.0,BOM JARDIM,DISTRITO,260.0
42.0,58092.0,BOM JARDIM,JARDIM BOA ESPERANÇA,252.0
42.0,58092.0,BOM JARDIM,PONTE BERÇOT,271.0
42.0,58092.0,BOM JARDIM,RIBEIRÃO DE SÃO DOMINGOS,419.0
42.0,58092.0,BOM JARDIM,SÃO JOSÉ DO RIBEIRÃO,2937.0
42.0,58092.0,BOM JARDIM,SÃO MIGUEL,2887.0
42.0,58092.0,BOM JARDIM,VELOSO,389.0
43.0,58084.0,VARRE-SAI,CENTRO,7812.0
43.0,58084.0,VARRE-SAI,VILA DA PRATA,342.0
43.0,58610.0,NATIVIDADE,BALNEARIO,2244.0
43.0,58610.0,NATIVIDADE,CENTRO,2174.0
43.0,58610.0,NATIVIDADE,LIBERDADE,1993.0
43.0,58610.0,NATIVIDADE,MORADA DO ENGENHO,1294.0
43.0,58610.0,NATIVIDADE,OURANIA,946.0
43.0,58610.0,NATIVIDADE,QUERENDO,879.0
43.0,58610.0,NATIVIDADE,SINDICATO,2917.0
44.0,58637.0,NILÓPOLIS,CENTRO,19511.0
44.0,58637.0,NILÓPOLIS,NOVA CIDADE,7442.0
44.0,58637.0,NILÓPOLIS,NOVO HORIZONTE,2577.0
45.0,58815.0,PORCIÚNCULA,BATE-PAU,319.0
45.0,58815.0,PORCIÚNCULA,CAETÉ,210.0
45.0,58815.0,PORCIÚNCULA,CENTRO,4037.0
45.0,58815.0,PORCIÚNCULA,CRISTO REI,123.0
45.0,58815.0,PORCIÚNCULA,ILHA,5237.0
45.0,58815.0,PORCIÚNCULA,JOÃO FRANCISCO BRAZ,289.0
45.0,58815.0,PORCIÚNCULA,PURILÂNDIA,965.0
45.0,58815.0,PORCIÚNCULA,SANTA CLARA,2321.0
45.0,58815.0,PORCIÚNCULA,SANTO ANTÔNIO,596.0
46.0,59013.0,SÃO JOÃO DE MERITI,CENTRO,35424.0
47.0,59250.0,VOLTA REDONDA,ATERRADO,8798.0
47.0,59250.0,VOLTA REDONDA,CAIEIRA,3084.0
47.0,59250.0,VOLTA REDONDA,JARDIM AMÁLIA,5755.0
47.0,59250.0,VOLTA REDONDA,JARDIM NORMÂNDIA,2382.0
47.0,59250.0,VOLTA REDONDA,SANTO AGOSTINHO,6118.0
47.0,59250.0,VOLTA REDONDA,SÃO GERALDO,3620.0
47.0,59250.0,VOLTA REDONDA,VILA AMERICANA,4517.0
47.0,59250.0,VOLTA REDONDA,VILA RICA - TRÊS POÇOS,4412.0
47.0,59250.0,VOLTA REDONDA,VOLTA GRANDE,14411.0
47.0,59250.0,VOLTA REDONDA,ÁGUA LIMPA,7732.0
48.0,58572.0,MIGUEL PEREIRA,ARCÁDIA,284.0
48.0,58572.0,MIGUEL PEREIRA,BARÃO DE JAVARI,2068.0
48.0,58572.0,MIGUEL PEREIRA,CENTRO,8555.0
48.0,58572.0,MIGUEL PEREIRA,CENTRO - GOV. PORTELA,2940.0
48.0,58572.0,MIGUEL PEREIRA,CONRADO,986.0
48.0,58572.0,MIGUEL PEREIRA,FRANCISCO FRAGOSO,180.0
48.0,58572.0,MIGUEL PEREIRA,LAGOA DAS LONTRAS,162.0
48.0,58572.0,MIGUEL PEREIRA,MANGUEIRAS,676.0
48.0,58572.0,MIGUEL PEREIRA,MARCO DA COSTA,300.0
48.0,58572.0,MIGUEL PEREIRA,PAES LEME,281.0
48.0,58572.0,MIGUEL PEREIRA,PANTANAL,450.0
48.0,58572.0,MIGUEL PEREIRA,PARQUE GUARARAPES,2973.0
48.0,58572.0,MIGUEL PEREIRA,RECREIO - GOV. PORTELA,1169.0
48.0,58572.0,MIGUEL PEREIRA,ROSEIRAL - GOV. PORTELA,786.0
48.0,58572.0,MIGUEL PEREIRA,VALE DAS PRINCESAS,201.0
48.0,58572.0,MIGUEL PEREIRA,VERA CRUZ,899.0
48.0,59315.0,PATY DO ALFERES,ARCOZELO,2740.0
48.0,59315.0,PATY DO ALFERES,BELA VISTA,414.0
48.0,59315.0,PATY DO ALFERES,CAPIVARA,406.0
48.0,59315.0,PATY DO ALFERES,CENTRO,7219.0
48.0,59315.0,PATY DO ALFERES,CENTRO - AVELAR,2998.0
48.0,59315.0,PATY DO ALFERES,COQUEIROS,1236.0
48.0,59315.0,PATY DO ALFERES,GOIABAL,309.0
48.0,59315.0,PATY DO ALFERES,GRANJA CALIFÓRNIA - AVELAR,2165.0
48.0,59315.0,PATY DO ALFERES,HORIZONTE - AVELAR,434.0
48.0,59315.0,PATY DO ALFERES,MARAVILHA ,1174.0
48.0,59315.0,PATY DO ALFERES,PALMARES,795.0
48.0,59315.0,PATY DO ALFERES,PEDRAS RUIVAS,1601.0
48.0,59315.0,PATY DO ALFERES,POAIA,557.0
48.0,59315.0,PATY DO ALFERES,VISTA ALEGRE - AVELAR,833.0
49.0,58157.0,CACHOEIRAS DE MACACU,AGRO BRASIL,968.0
49.0,58157.0,CACHOEIRAS DE MACACU,AREAL,316.0
