NM_MUNICIPIO,NR_ZONA,DS_CARGO,NM_URNA_CANDIDATO,NR_PARTIDO,SG_PARTIDO,DS_SIT_TOT_TURNO,QT_VOTOS_NOMINAIS
RIO DE JANEIRO,25,Vereador,REIMONT,13,PT,ELEITO POR QP,72
RIO DE JANEIRO,210,Vereador,REIMONT,13,PT,ELEITO POR QP,120
RIO DE JANEIRO,241,Vereador,REIMONT,13,PT,ELEITO POR QP,85
RIO DE JANEIRO,235,Vereador,REIMONT,13,PT,ELEITO POR QP,78
RIO DE JANEIRO,25,Vereador,TERESA BERGHER,45,PSDB,ELEITO POR QP,22
RIO DE JANEIRO,191,Vereador,PROFESSOR ADALMIR,45,PSDB,ELEITO POR MÉDIA,6
RIO DE JANEIRO,121,Vereador,PROFESSOR ADALMIR,45,PSDB,ELEITO POR MÉDIA,10
RIO DE JANEIRO,204,Vereador,PAULO MESSINA,90,PROS,ELEITO POR MÉDIA,166
RIO DE JANEIRO,242,Vereador,PAULO MESSINA,90,PROS,ELEITO POR MÉDIA,232
RIO DE JANEIRO,209,Vereador,DR. JOÃO RICARDO,15,PMDB,ELEITO POR MÉDIA,135
RIO DE JANEIRO,4,Vereador,DR. JOÃO RICARDO,15,PMDB,ELEITO POR MÉDIA,144
RIO DE JANEIRO,246,Vereador,DR. JOÃO RICARDO,15,PMDB,ELEITO POR MÉDIA,200
RIO DE JANEIRO,118,Vereador,DR. JOÃO RICARDO,15,PMDB,ELEITO POR MÉDIA,57
RIO DE JANEIRO,205,Vereador,LEONEL BRIZOLA NETO,50,PSOL,ELEITO POR MÉDIA,111
RIO DE JANEIRO,119,Vereador,LEONEL BRIZOLA NETO,50,PSOL,ELEITO POR MÉDIA,185
RIO DE JANEIRO,15,Vereador,DAVID MIRANDA,50,PSOL,ELEITO POR MÉDIA,24
RIO DE JANEIRO,216,Vereador,LEONEL BRIZOLA NETO,50,PSOL,ELEITO POR MÉDIA,89
RIO DE JANEIRO,237,Vereador,LEONEL BRIZOLA NETO,50,PSOL,ELEITO POR MÉDIA,54
RIO DE JANEIRO,171,Vereador,DR. JORGE MANAIA,77,SD,ELEITO POR MÉDIA,65
RIO DE JANEIRO,216,Vereador,DR. JORGE MANAIA,77,SD,ELEITO POR MÉDIA,135
RIO DE JANEIRO,213,Vereador,DR. JORGE MANAIA,77,SD,ELEITO POR MÉDIA,119
RIO DE JANEIRO,15,Vereador,ZICO BACANA,31,PHS,ELEITO POR MÉDIA,59
RIO DE JANEIRO,7,Vereador,ZICO BACANA,31,PHS,ELEITO POR MÉDIA,5
RIO DE JANEIRO,192,Vereador,ZICO BACANA,31,PHS,ELEITO POR MÉDIA,10
RIO DE JANEIRO,19,Vereador,ELISEU KESSLER,55,PSD,ELEITO POR MÉDIA,63
RIO DE JANEIRO,215,Vereador,ELISEU KESSLER,55,PSD,ELEITO POR MÉDIA,59
RIO DE JANEIRO,242,Vereador,ELISEU KESSLER,55,PSD,ELEITO POR MÉDIA,706
RIO DE JANEIRO,242,Vereador,VERÔNICA COSTA,15,PMDB,ELEITO POR MÉDIA,361
RIO DE JANEIRO,164,Vereador,DR. JOÃO RICARDO,15,PMDB,ELEITO POR MÉDIA,100
RIO DE JANEIRO,164,Vereador,VERÔNICA COSTA,15,PMDB,ELEITO POR MÉDIA,86
RIO DE JANEIRO,210,Vereador,VERÔNICA COSTA,15,PMDB,ELEITO POR MÉDIA,331
RIO DE JANEIRO,238,Vereador,VERÔNICA COSTA,15,PMDB,ELEITO POR MÉDIA,217
RIO DE JANEIRO,8,Vereador,DR. JOÃO RICARDO,15,PMDB,ELEITO POR MÉDIA,250
RIO DE JANEIRO,192,Vereador,JAIR DA MENDES GOMES,33,PMN,ELEITO POR MÉDIA,16
RIO DE JANEIRO,167,Vereador,JAIR DA MENDES GOMES,33,PMN,ELEITO POR MÉDIA,44
RIO DE JANEIRO,175,Vereador,JAIR DA MENDES GOMES,33,PMN,ELEITO POR MÉDIA,55
RIO DE JANEIRO,217,Vereador,ROGERIO ROCAL,14,PTB,ELEITO POR MÉDIA,15
RIO DE JANEIRO,182,Vereador,ROGERIO ROCAL,14,PTB,ELEITO POR MÉDIA,19
RIO DE JANEIRO,2,Vereador,ROGERIO ROCAL,14,PTB,ELEITO POR MÉDIA,4
RIO DE JANEIRO,16,Vereador,ROGERIO ROCAL,14,PTB,ELEITO POR MÉDIA,4
RIO DE JANEIRO,2,Vereador,ELISEU KESSLER,55,PSD,ELEITO POR MÉDIA,156
RIO DE JANEIRO,235,Vereador,ELISEU KESSLER,55,PSD,ELEITO POR MÉDIA,77
RIO DE JANEIRO,6,Vereador,FERNANDO WILLIAM,12,PDT,ELEITO POR MÉDIA,54
RIO DE JANEIRO,207,Vereador,FERNANDO WILLIAM,12,PDT,ELEITO POR MÉDIA,93
RIO DE JANEIRO,212,Vereador,FERNANDO WILLIAM,12,PDT,ELEITO POR MÉDIA,29
RIO DE JANEIRO,215,Vereador,FERNANDO WILLIAM,12,PDT,ELEITO POR MÉDIA,49
RIO DE JANEIRO,191,Vereador,PROFESSOR CELIO LUPPARELLI,25,DEM,ELEITO POR MÉDIA,14
RIO DE JANEIRO,178,Vereador,TERESA BERGHER,45,PSDB,ELEITO POR QP,19
RIO DE JANEIRO,8,Vereador,FELIPE MICHEL,45,PSDB,ELEITO POR QP,57
RIO DE JANEIRO,231,Vereador,TERESA BERGHER,45,PSDB,ELEITO POR QP,15
RIO DE JANEIRO,182,Vereador,TERESA BERGHER,45,PSDB,ELEITO POR QP,41
RIO DE JANEIRO,178,Vereador,FELIPE MICHEL,45,PSDB,ELEITO POR QP,18
RIO DE JANEIRO,220,Vereador,TERESA BERGHER,45,PSDB,ELEITO POR QP,9
RIO DE JANEIRO,213,Vereador,TERESA BERGHER,45,PSDB,ELEITO POR QP,91
RIO DE JANEIRO,185,Vereador,FELIPE MICHEL,45,PSDB,ELEITO POR QP,2495
RIO DE JANEIRO,190,Vereador,FELIPE MICHEL,45,PSDB,ELEITO POR QP,41
RIO DE JANEIRO,228,Vereador,VAL,51,PEN,ELEITO POR QP,3
RIO DE JANEIRO,190,Vereador,VAL,51,PEN,ELEITO POR QP,328
RIO DE JANEIRO,231,Vereador,VAL,51,PEN,ELEITO POR QP,32
RIO DE JANEIRO,234,Vereador,LEANDRO LYRA,30,NOVO,ELEITO POR QP,38
RIO DE JANEIRO,191,Vereador,LEANDRO LYRA,30,NOVO,ELEITO POR QP,120
RIO DE JANEIRO,6,Vereador,LEANDRO LYRA,30,NOVO,ELEITO POR QP,410
RIO DE JANEIRO,240,Vereador,JONES MOURA,55,PSD,ELEITO POR QP,193
RIO DE JANEIRO,230,Vereador,JONES MOURA,55,PSD,ELEITO POR QP,269
RIO DE JANEIRO,5,Vereador,MARCELLO SICILIANO,31,PHS,ELEITO POR QP,37
RIO DE JANEIRO,124,Vereador,JONES MOURA,55,PSD,ELEITO POR QP,153
RIO DE JANEIRO,232,Vereador,MARCELLO SICILIANO,31,PHS,ELEITO POR QP,16
RIO DE JANEIRO,160,Vereador,MARCELLO SICILIANO,31,PHS,ELEITO POR QP,32
RIO DE JANEIRO,211,Vereador,CLÁUDIO CASTRO,20,PSC,ELEITO POR QP,232
RIO DE JANEIRO,6,Vereador,PROFESSOR CELIO LUPPARELLI,25,DEM,ELEITO POR MÉDIA,17
RIO DE JANEIRO,231,Vereador,PROFESSOR ADALMIR,45,PSDB,ELEITO POR MÉDIA,12
RIO DE JANEIRO,5,Vereador,PAULO MESSINA,90,PROS,ELEITO POR MÉDIA,190
RIO DE JANEIRO,171,Vereador,PAULO MESSINA,90,PROS,ELEITO POR MÉDIA,159
RIO DE JANEIRO,161,Vereador,DR. JOÃO RICARDO,15,PMDB,ELEITO POR MÉDIA,155
RIO DE JANEIRO,4,Vereador,VERÔNICA COSTA,15,PMDB,ELEITO POR MÉDIA,58
RIO DE JANEIRO,169,Vereador,VERÔNICA COSTA,15,PMDB,ELEITO POR MÉDIA,191
RIO DE JANEIRO,2,Vereador,VERÔNICA COSTA,15,PMDB,ELEITO POR MÉDIA,152
RIO DE JANEIRO,18,Vereador,VERÔNICA COSTA,15,PMDB,ELEITO POR MÉDIA,30
RIO DE JANEIRO,252,Vereador,JAIR DA MENDES GOMES,33,PMN,ELEITO POR MÉDIA,4
RIO DE JANEIRO,121,Vereador,JAIR DA MENDES GOMES,33,PMN,ELEITO POR MÉDIA,10
RIO DE JANEIRO,1,Vereador,ROGERIO ROCAL,14,PTB,ELEITO POR MÉDIA,6
RIO DE JANEIRO,119,Vereador,ROGERIO ROCAL,14,PTB,ELEITO POR MÉDIA,13
RIO DE JANEIRO,164,Vereador,PAULO PINHEIRO,50,PSOL,ELEITO POR QP,133
RIO DE JANEIRO,230,Vereador,RENATO CINCO,50,PSOL,ELEITO POR QP,73
RIO DE JANEIRO,234,Vereador,TARCÍSIO MOTTA,50,PSOL,ELEITO POR QP,506
RIO DE JANEIRO,16,Vereador,MARIELLE FRANCO,50,PSOL,ELEITO POR QP,2237
RIO DE JANEIRO,6,Vereador,CLÁUDIO CASTRO,20,PSC,ELEITO POR QP,112
RIO DE JANEIRO,179,Vereador,CARLOS BOLSONARO,20,PSC,ELEITO POR QP,1935
RIO DE JANEIRO,119,Vereador,CLÁUDIO CASTRO,20,PSC,ELEITO POR QP,494
RIO DE JANEIRO,238,Vereador,CARLOS BOLSONARO,20,PSC,ELEITO POR QP,1179
RIO DE JANEIRO,167,Vereador,CLÁUDIO CASTRO,20,PSC,ELEITO POR QP,144
RIO DE JANEIRO,120,Vereador,CARLOS BOLSONARO,20,PSC,ELEITO POR QP,1833
RIO DE JANEIRO,2,Vereador,CARLOS BOLSONARO,20,PSC,ELEITO POR QP,876
RIO DE JANEIRO,243,Vereador,OTONI DE PAULA JR,20,PSC,ELEITO POR QP,23
RIO DE JANEIRO,7,Vereador,CARLOS BOLSONARO,20,PSC,ELEITO POR QP,2025
RIO DE JANEIRO,13,Vereador,OTONI DE PAULA JR,20,PSC,ELEITO POR QP,107
RIO DE JANEIRO,160,Vereador,OTONI DE PAULA JR,20,PSC,ELEITO POR QP,92
RIO DE JANEIRO,4,Vereador,OTONI DE PAULA JR,20,PSC,ELEITO POR QP,13
RIO DE JANEIRO,161,Vereador,RENATO MOURA,12,PDT,ELEITO POR QP,23
RIO DE JANEIRO,206,Vereador,PAULO PINHEIRO,50,PSOL,ELEITO POR QP,276
RIO DE JANEIRO,15,Vereador,TARCÍSIO MOTTA,50,PSOL,ELEITO POR QP,529
RIO DE JANEIRO,1,Vereador,RENATO CINCO,50,PSOL,ELEITO POR QP,79
RIO DE JANEIRO,215,Vereador,RENATO CINCO,50,PSOL,ELEITO POR QP,192
RIO DE JANEIRO,207,Vereador,RENATO CINCO,50,PSOL,ELEITO POR QP,87
RIO DE JANEIRO,209,Vereador,PAULO PINHEIRO,50,PSOL,ELEITO POR QP,45
RIO DE JANEIRO,121,Vereador,PAULO PINHEIRO,50,PSOL,ELEITO POR QP,35
RIO DE JANEIRO,219,Vereador,MARIELLE FRANCO,50,PSOL,ELEITO POR QP,218
RIO DE JANEIRO,216,Vereador,MARIELLE FRANCO,50,PSOL,ELEITO POR QP,604
RIO DE JANEIRO,211,Vereador,MARIELLE FRANCO,50,PSOL,ELEITO POR QP,1107
RIO DE JANEIRO,18,Vereador,MARIELLE FRANCO,50,PSOL,ELEITO POR QP,518
RIO DE JANEIRO,117,Vereador,TARCÍSIO MOTTA,50,PSOL,ELEITO POR QP,778
RIO DE JANEIRO,160,Vereador,MARIELLE FRANCO,50,PSOL,ELEITO POR QP,459
RIO DE JANEIRO,11,Vereador,TARCÍSIO MOTTA,50,PSOL,ELEITO POR QP,1040
RIO DE JANEIRO,165,Vereador,MARIELLE FRANCO,50,PSOL,ELEITO POR QP,632
RIO DE JANEIRO,11,Vereador,ITALO CIBA,70,PT do B,ELEITO POR QP,3
RIO DE JANEIRO,179,Vereador,ITALO CIBA,70,PT do B,ELEITO POR QP,19
RIO DE JANEIRO,215,Vereador,RENATO MOURA,12,PDT,ELEITO POR QP,22
RIO DE JANEIRO,231,Vereador,RENATO MOURA,12,PDT,ELEITO POR QP,266
RIO DE JANEIRO,218,Vereador,RENATO MOURA,12,PDT,ELEITO POR QP,43
RIO DE JANEIRO,119,Vereador,LUIZ CARLOS RAMOS FILHO,19,PTN,ELEITO POR QP,55
RIO DE JANEIRO,120,Vereador,LUIZ CARLOS RAMOS FILHO,19,PTN,ELEITO POR QP,285
RIO DE JANEIRO,245,Vereador,LUIZ CARLOS RAMOS FILHO,19,PTN,ELEITO POR QP,560
RIO DE JANEIRO,205,Vereador,LUIZ CARLOS RAMOS FILHO,19,PTN,ELEITO POR QP,35
RIO DE JANEIRO,15,Vereador,LUIZ CARLOS RAMOS FILHO,19,PTN,ELEITO POR QP,41
RIO DE JANEIRO,206,Vereador,LUIZ CARLOS RAMOS FILHO,19,PTN,ELEITO POR QP,43
RIO DE JANEIRO,4,Vereador,LUIZ CARLOS RAMOS FILHO,19,PTN,ELEITO POR QP,30
RIO DE JANEIRO,218,Vereador,LUIZ CARLOS RAMOS FILHO,19,PTN,ELEITO POR QP,80
RIO DE JANEIRO,252,Vereador,WILLIAN COELHO,15,PMDB,ELEITO POR QP,13
RIO DE JANEIRO,207,Vereador,JAIRINHO,15,PMDB,ELEITO POR QP,22
RIO DE JANEIRO,122,Vereador,CESAR MAIA,25,DEM,ELEITO POR QP,1020
RIO DE JANEIRO,211,Vereador,CESAR MAIA,25,DEM,ELEITO POR QP,753
RIO DE JANEIRO,120,Vereador,CHIQUINHO BRAZÃO,15,PMDB,ELEITO POR QP,20
RIO DE JANEIRO,241,Vereador,LUCIANA NOVAES,13,PT,ELEITO POR QP,111
RIO DE JANEIRO,208,Vereador,LUCIANA NOVAES,13,PT,ELEITO POR QP,135
RIO DE JANEIRO,176,Vereador,REIMONT,13,PT,ELEITO POR QP,154
RIO DE JANEIRO,168,Vereador,LUCIANA NOVAES,13,PT,ELEITO POR QP,147
RIO DE JANEIRO,125,Vereador,REIMONT,13,PT,ELEITO POR QP,59
RIO DE JANEIRO,125,Vereador,LUCIANA NOVAES,13,PT,ELEITO POR QP,82
RIO DE JANEIRO,121,Vereador,REIMONT,13,PT,ELEITO POR QP,57
RIO DE JANEIRO,214,Vereador,REIMONT,13,PT,ELEITO POR QP,207
RIO DE JANEIRO,231,Vereador,REIMONT,13,PT,ELEITO POR QP,76
RIO DE JANEIRO,216,Vereador,TERESA BERGHER,45,PSDB,ELEITO POR QP,202
RIO DE JANEIRO,123,Vereador,FELIPE MICHEL,45,PSDB,ELEITO POR QP,130
RIO DE JANEIRO,246,Vereador,TERESA BERGHER,45,PSDB,ELEITO POR QP,13
RIO DE JANEIRO,2,Vereador,FELIPE MICHEL,45,PSDB,ELEITO POR QP,78
RIO DE JANEIRO,217,Vereador,CHIQUINHO BRAZÃO,15,PMDB,ELEITO POR QP,279
RIO DE JANEIRO,191,Vereador,ALEXANDRE ISQUIERDO,25,DEM,ELEITO POR QP,367
RIO DE JANEIRO,234,Vereador,CESAR MAIA,25,DEM,ELEITO POR QP,405
RIO DE JANEIRO,125,Vereador,CESAR MAIA,25,DEM,ELEITO POR QP,388
RIO DE JANEIRO,192,Vereador,WILLIAN COELHO,15,PMDB,ELEITO POR QP,56
RIO DE JANEIRO,213,Vereador,ALEXANDRE ISQUIERDO,25,DEM,ELEITO POR QP,180
RIO DE JANEIRO,13,Vereador,CARLO CAIADO,25,DEM,ELEITO POR QP,808
RIO DE JANEIRO,20,Vereador,JUNIOR DA LUCINHA,15,PMDB,ELEITO POR QP,28
RIO DE JANEIRO,243,Vereador,RAFAEL ALOISIO FREITAS,15,PMDB,ELEITO POR QP,45
RIO DE JANEIRO,220,Vereador,JAIRINHO,15,PMDB,ELEITO POR QP,61
RIO DE JANEIRO,243,Vereador,JUNIOR DA LUCINHA,15,PMDB,ELEITO POR QP,3525
RIO DE JANEIRO,21,Vereador,ALEXANDRE ISQUIERDO,25,DEM,ELEITO POR QP,411
RIO DE JANEIRO,22,Vereador,JORGE FELIPPE,15,PMDB,ELEITO POR QP,133
RIO DE JANEIRO,3,Vereador,RAFAEL ALOISIO FREITAS,15,PMDB,ELEITO POR QP,85
RIO DE JANEIRO,165,Vereador,FELIPE MICHEL,45,PSDB,ELEITO POR QP,21
RIO DE JANEIRO,19,Vereador,FELIPE MICHEL,45,PSDB,ELEITO POR QP,94
RIO DE JANEIRO,117,Vereador,TERESA BERGHER,45,PSDB,ELEITO POR QP,59
RIO DE JANEIRO,229,Vereador,TERESA BERGHER,45,PSDB,ELEITO POR QP,144
RIO DE JANEIRO,121,Vereador,TERESA BERGHER,45,PSDB,ELEITO POR QP,246
RIO DE JANEIRO,9,Vereador,FELIPE MICHEL,45,PSDB,ELEITO POR QP,186
RIO DE JANEIRO,23,Vereador,VAL,51,PEN,ELEITO POR QP,41
RIO DE JANEIRO,168,Vereador,VAL,51,PEN,ELEITO POR QP,67
RIO DE JANEIRO,15,Vereador,VAL,51,PEN,ELEITO POR QP,24
RIO DE JANEIRO,220,Vereador,VAL,51,PEN,ELEITO POR QP,459
RIO DE JANEIRO,13,Vereador,LEANDRO LYRA,30,NOVO,ELEITO POR QP,485
RIO DE JANEIRO,237,Vereador,LEANDRO LYRA,30,NOVO,ELEITO POR QP,21
RIO DE JANEIRO,165,Vereador,JONES MOURA,55,PSD,ELEITO POR QP,2
RIO DE JANEIRO,164,Vereador,LEANDRO LYRA,30,NOVO,ELEITO POR QP,131
RIO DE JANEIRO,165,Vereador,LEANDRO LYRA,30,NOVO,ELEITO POR QP,1341
RIO DE JANEIRO,246,Vereador,LEANDRO LYRA,30,NOVO,ELEITO POR QP,21
RIO DE JANEIRO,117,Vereador,ROSA FERNANDES,15,PMDB,ELEITO POR QP,88
RIO DE JANEIRO,3,Vereador,CESAR MAIA,25,DEM,ELEITO POR QP,838
RIO DE JANEIRO,178,Vereador,CHIQUINHO BRAZÃO,15,PMDB,ELEITO POR QP,27
RIO DE JANEIRO,209,Vereador,RAFAEL ALOISIO FREITAS,15,PMDB,ELEITO POR QP,95
RIO DE JANEIRO,23,Vereador,RAFAEL ALOISIO FREITAS,15,PMDB,ELEITO POR QP,34
RIO DE JANEIRO,233,Vereador,WILLIAN COELHO,15,PMDB,ELEITO POR QP,84
RIO DE JANEIRO,21,Vereador,JAIRINHO,15,PMDB,ELEITO POR QP,28
RIO DE JANEIRO,230,Vereador,JAIRINHO,15,PMDB,ELEITO POR QP,4591
RIO DE JANEIRO,16,Vereador,MARCELINO D ALMEIDA,11,PP,ELEITO POR QP,14
RIO DE JANEIRO,205,Vereador,LEANDRO LYRA,30,NOVO,ELEITO POR QP,561
RIO DE JANEIRO,210,Vereador,JONES MOURA,55,PSD,ELEITO POR QP,174
RIO DE JANEIRO,252,Vereador,JONES MOURA,55,PSD,ELEITO POR QP,27
RIO DE JANEIRO,119,Vereador,JONES MOURA,55,PSD,ELEITO POR QP,36
RIO DE JANEIRO,188,Vereador,JONES MOURA,55,PSD,ELEITO POR QP,77
RIO DE JANEIRO,176,Vereador,JONES MOURA,55,PSD,ELEITO POR QP,107
RIO DE JANEIRO,234,Vereador,JONES MOURA,55,PSD,ELEITO POR QP,228
RIO DE JANEIRO,242,Vereador,MARCELLO SICILIANO,31,PHS,ELEITO POR QP,176
RIO DE JANEIRO,124,Vereador,MARCELLO SICILIANO,31,PHS,ELEITO POR QP,25
RIO DE JANEIRO,214,Vereador,MARCELLO SICILIANO,31,PHS,ELEITO POR QP,77
RIO DE JANEIRO,4,Vereador,JONES MOURA,55,PSD,ELEITO POR QP,28
RIO DE JANEIRO,238,Vereador,JONES MOURA,55,PSD,ELEITO POR QP,227
RIO DE JANEIRO,176,Vereador,MARCELLO SICILIANO,31,PHS,ELEITO POR QP,37
RIO DE JANEIRO,12,Vereador,MARCELLO SICILIANO,31,PHS,ELEITO POR QP,30
RIO DE JANEIRO,180,Vereador,CARLOS BOLSONARO,20,PSC,ELEITO POR QP,2103
RIO DE JANEIRO,178,Vereador,OTONI DE PAULA JR,20,PSC,ELEITO POR QP,27
RIO DE JANEIRO,213,Vereador,OTONI DE PAULA JR,20,PSC,ELEITO POR QP,26
RIO DE JANEIRO,188,Vereador,CLÁUDIO CASTRO,20,PSC,ELEITO POR QP,100
RIO DE JANEIRO,1,Vereador,CLÁUDIO CASTRO,20,PSC,ELEITO POR QP,27
RIO DE JANEIRO,19,Vereador,JUNIOR DA LUCINHA,15,PMDB,ELEITO POR QP,20
RIO DE JANEIRO,21,Vereador,VERA LINS,11,PP,ELEITO POR QP,236
RIO DE JANEIRO,15,Vereador,MARCELINO D ALMEIDA,11,PP,ELEITO POR QP,143
RIO DE JANEIRO,189,Vereador,MARCELINO D ALMEIDA,11,PP,ELEITO POR QP,17
RIO DE JANEIRO,190,Vereador,RAFAEL ALOISIO FREITAS,15,PMDB,ELEITO POR QP,68
RIO DE JANEIRO,167,Vereador,VERA LINS,11,PP,ELEITO POR QP,157
RIO DE JANEIRO,185,Vereador,ROSA FERNANDES,15,PMDB,ELEITO POR QP,198
RIO DE JANEIRO,161,Vereador,VERA LINS,11,PP,ELEITO POR QP,181
RIO DE JANEIRO,4,Vereador,MARCELINO D ALMEIDA,11,PP,ELEITO POR QP,21
RIO DE JANEIRO,230,Vereador,VERA LINS,11,PP,ELEITO POR QP,80
RIO DE JANEIRO,122,Vereador,RAFAEL ALOISIO FREITAS,15,PMDB,ELEITO POR QP,20
RIO DE JANEIRO,22,Vereador,RAFAEL ALOISIO FREITAS,15,PMDB,ELEITO POR QP,92
RIO DE JANEIRO,121,Vereador,JORGE FELIPPE,15,PMDB,ELEITO POR QP,122
RIO DE JANEIRO,123,Vereador,CARLOS BOLSONARO,20,PSC,ELEITO POR QP,1293
RIO DE JANEIRO,185,Vereador,CARLOS BOLSONARO,20,PSC,ELEITO POR QP,1490
RIO DE JANEIRO,165,Vereador,CARLOS BOLSONARO,20,PSC,ELEITO POR QP,455
RIO DE JANEIRO,204,Vereador,OTONI DE PAULA JR,20,PSC,ELEITO POR QP,15
RIO DE JANEIRO,214,Vereador,OTONI DE PAULA JR,20,PSC,ELEITO POR QP,26
RIO DE JANEIRO,173,Vereador,CLÁUDIO CASTRO,20,PSC,ELEITO POR QP,104
RIO DE JANEIRO,228,Vereador,OTONI DE PAULA JR,20,PSC,ELEITO POR QP,10
RIO DE JANEIRO,185,Vereador,OTONI DE PAULA JR,20,PSC,ELEITO POR QP,55
RIO DE JANEIRO,119,Vereador,CARLOS BOLSONARO,20,PSC,ELEITO POR QP,1807
RIO DE JANEIRO,192,Vereador,CARLOS BOLSONARO,20,PSC,ELEITO POR QP,2090
RIO DE JANEIRO,5,Vereador,RENATO MOURA,12,PDT,ELEITO POR QP,11
RIO DE JANEIRO,17,Vereador,RENATO MOURA,12,PDT,ELEITO POR QP,10
RIO DE JANEIRO,235,Vereador,RENATO MOURA,12,PDT,ELEITO POR QP,377
RIO DE JANEIRO,244,Vereador,LUIZ CARLOS RAMOS FILHO,19,PTN,ELEITO POR QP,301
RIO DE JANEIRO,237,Vereador,LUIZ CARLOS RAMOS FILHO,19,PTN,ELEITO POR QP,127
RIO DE JANEIRO,173,Vereador,LUIZ CARLOS RAMOS FILHO,19,PTN,ELEITO POR QP,31
RIO DE JANEIRO,20,Vereador,LUIZ CARLOS RAMOS FILHO,19,PTN,ELEITO POR QP,42
RIO DE JANEIRO,193,Vereador,LUIZ CARLOS RAMOS FILHO,19,PTN,ELEITO POR QP,34
RIO DE JANEIRO,5,Vereador,ROSA FERNANDES,15,PMDB,ELEITO POR QP,110
RIO DE JANEIRO,23,Vereador,ROSA FERNANDES,15,PMDB,ELEITO POR QP,454
RIO DE JANEIRO,124,Vereador,JORGE FELIPPE,15,PMDB,ELEITO POR QP,781
RIO DE JANEIRO,120,Vereador,THIAGO K. RIBEIRO,15,PMDB,ELEITO POR QP,56
RIO DE JANEIRO,120,Vereador,JUNIOR DA LUCINHA,15,PMDB,ELEITO POR QP,2735
RIO DE JANEIRO,117,Vereador,JORGE FELIPPE,15,PMDB,ELEITO POR QP,116
RIO DE JANEIRO,192,Vereador,ROSA FERNANDES,15,PMDB,ELEITO POR QP,328
RIO DE JANEIRO,230,Vereador,TÂNIA BASTOS ,10,PRB,ELEITO POR QP,16
RIO DE JANEIRO,24,Vereador,JOÃO MENDES DE JESUS,10,PRB,ELEITO POR QP,1080
RIO DE JANEIRO,164,Vereador,LUIZ CARLOS RAMOS FILHO,19,PTN,ELEITO POR QP,21
RIO DE JANEIRO,182,Vereador,WILLIAN COELHO,15,PMDB,ELEITO POR QP,103
RIO DE JANEIRO,177,Vereador,ALEXANDRE ISQUIERDO,25,DEM,ELEITO POR QP,479
RIO DE JANEIRO,228,Vereador,ALEXANDRE ISQUIERDO,25,DEM,ELEITO POR QP,41
RIO DE JANEIRO,8,Vereador,CESAR MAIA,25,DEM,ELEITO POR QP,480
RIO DE JANEIRO,178,Vereador,CARLO CAIADO,25,DEM,ELEITO POR QP,28
RIO DE JANEIRO,17,Vereador,JUNIOR DA LUCINHA,15,PMDB,ELEITO POR QP,35
RIO DE JANEIRO,219,Vereador,RAFAEL ALOISIO FREITAS,15,PMDB,ELEITO POR QP,38
RIO DE JANEIRO,25,Vereador,WILLIAN COELHO,15,PMDB,ELEITO POR QP,11081
RIO DE JANEIRO,218,Vereador,THIAGO K. RIBEIRO,15,PMDB,ELEITO POR QP,134
RIO DE JANEIRO,160,Vereador,CARLO CAIADO,25,DEM,ELEITO POR QP,51
RIO DE JANEIRO,160,Vereador,CESAR MAIA,25,DEM,ELEITO POR QP,512
RIO DE JANEIRO,170,Vereador,JAIRINHO,15,PMDB,ELEITO POR QP,19
RIO DE JANEIRO,185,Vereador,THIAGO K. RIBEIRO,15,PMDB,ELEITO POR QP,254
RIO DE JANEIRO,17,Vereador,TÂNIA BASTOS ,10,PRB,ELEITO POR QP,224
RIO DE JANEIRO,176,Vereador,TÂNIA BASTOS ,10,PRB,ELEITO POR QP,50
RIO DE JANEIRO,228,Vereador,TÂNIA BASTOS ,10,PRB,ELEITO POR QP,43
RIO DE JANEIRO,21,Vereador,TÂNIA BASTOS ,10,PRB,ELEITO POR QP,58
RIO DE JANEIRO,21,Vereador,BISPO INALDO SILVA,10,PRB,ELEITO POR QP,383
RIO DE JANEIRO,176,Vereador,DR GILBERTO,33,PMN,ELEITO POR QP,21
RIO DE JANEIRO,190,Vereador,DR GILBERTO,33,PMN,ELEITO POR QP,14
RIO DE JANEIRO,220,Vereador,DR GILBERTO,33,PMN,ELEITO POR QP,12
RIO DE JANEIRO,235,Vereador,DR GILBERTO,33,PMN,ELEITO POR QP,68
RIO DE JANEIRO,4,Vereador,DR GILBERTO,33,PMN,ELEITO POR QP,44
RIO DE JANEIRO,240,Vereador,DR GILBERTO,33,PMN,ELEITO POR QP,272
RIO DE JANEIRO,179,Vereador,DR GILBERTO,33,PMN,ELEITO POR QP,179
RIO DE JANEIRO,193,Vereador,DR GILBERTO,33,PMN,ELEITO POR QP,13
RIO DE JANEIRO,168,Vereador,DR GILBERTO,33,PMN,ELEITO POR QP,8
RIO DE JANEIRO,169,Vereador,MARCELO ARAR,14,PTB,ELEITO POR QP,128
RIO DE JANEIRO,4,Vereador,MARCELO ARAR,14,PTB,ELEITO POR QP,413
RIO DE JANEIRO,14,Vereador,ZICO,14,PTB,ELEITO POR QP,15
RIO DE JANEIRO,176,Vereador,CESAR MAIA,25,DEM,ELEITO POR QP,379
RIO DE JANEIRO,161,Vereador,CESAR MAIA,25,DEM,ELEITO POR QP,568
RIO DE JANEIRO,230,Vereador,WILLIAN COELHO,15,PMDB,ELEITO POR QP,56
