NM_MUNICIPIO,NR_ZONA,DS_CARGO,NM_URNA_CANDIDATO,NR_PARTIDO,SG_PARTIDO,DS_SIT_TOT_TURNO,QT_VOTOS_NOMINAIS
RIO DE JANEIRO,214,Vereador,TARCÍSIO MOTTA,50,PSOL,ELEITO POR QP,1594
RIO DE JANEIRO,162,Vereador,TARCÍSIO MOTTA,50,PSOL,ELEITO POR QP,322
RIO DE JANEIRO,234,Vereador,PAULO PINHEIRO,50,PSOL,ELEITO POR QP,31
RIO DE JANEIRO,170,Vereador,MARIELLE FRANCO,50,PSOL,ELEITO POR QP,1090
RIO DE JANEIRO,245,Vereador,MARIELLE FRANCO,50,PSOL,ELEITO POR QP,181
RIO DE JANEIRO,188,Vereador,MARIELLE FRANCO,50,PSOL,ELEITO POR QP,212
RIO DE JANEIRO,167,Vereador,RENATO CINCO,50,PSOL,ELEITO POR QP,99
RIO DE JANEIRO,233,Vereador,PAULO PINHEIRO,50,PSOL,ELEITO POR QP,31
RIO DE JANEIRO,245,Vereador,RENATO CINCO,50,PSOL,ELEITO POR QP,110
RIO DE JANEIRO,238,Vereador,TARCÍSIO MOTTA,50,PSOL,ELEITO POR QP,397
RIO DE JANEIRO,121,Vereador,MARIELLE FRANCO,50,PSOL,ELEITO POR QP,187
RIO DE JANEIRO,119,Vereador,PAULO PINHEIRO,50,PSOL,ELEITO POR QP,337
RIO DE JANEIRO,244,Vereador,PAULO PINHEIRO,50,PSOL,ELEITO POR QP,27
RIO DE JANEIRO,16,Vereador,TARCÍSIO MOTTA,50,PSOL,ELEITO POR QP,2944
RIO DE JANEIRO,11,Vereador,RENATO CINCO,50,PSOL,ELEITO POR QP,126
RIO DE JANEIRO,8,Vereador,RENATO CINCO,50,PSOL,ELEITO POR QP,96
RIO DE JANEIRO,189,Vereador,MARIELLE FRANCO,50,PSOL,ELEITO POR QP,260
RIO DE JANEIRO,2,Vereador,ITALO CIBA,70,PT do B,ELEITO POR QP,10
RIO DE JANEIRO,214,Vereador,ITALO CIBA,70,PT do B,ELEITO POR QP,13
RIO DE JANEIRO,25,Vereador,ITALO CIBA,70,PT do B,ELEITO POR QP,5
RIO DE JANEIRO,161,Vereador,ITALO CIBA,70,PT do B,ELEITO POR QP,7
RIO DE JANEIRO,185,Vereador,DR. CARLOS EDUARDO,77,SD,ELEITO POR QP,144
RIO DE JANEIRO,161,Vereador,DR. CARLOS EDUARDO,77,SD,ELEITO POR QP,479
RIO DE JANEIRO,236,Vereador,DR. CARLOS EDUARDO,77,SD,ELEITO POR QP,93
RIO DE JANEIRO,219,Vereador,DR. CARLOS EDUARDO,77,SD,ELEITO POR QP,151
RIO DE JANEIRO,167,Vereador,DR. CARLOS EDUARDO,77,SD,ELEITO POR QP,280
RIO DE JANEIRO,160,Vereador,LUCIANA NOVAES,13,PT,ELEITO POR QP,116
RIO DE JANEIRO,19,Vereador,REIMONT,13,PT,ELEITO POR QP,440
RIO DE JANEIRO,165,Vereador,LUCIANA NOVAES,13,PT,ELEITO POR QP,100
RIO DE JANEIRO,163,Vereador,LUCIANA NOVAES,13,PT,ELEITO POR QP,215
RIO DE JANEIRO,165,Vereador,REIMONT,13,PT,ELEITO POR QP,157
RIO DE JANEIRO,3,Vereador,LUCIANA NOVAES,13,PT,ELEITO POR QP,173
RIO DE JANEIRO,6,Vereador,TERESA BERGHER,45,PSDB,ELEITO POR QP,282
RIO DE JANEIRO,15,Vereador,FELIPE MICHEL,45,PSDB,ELEITO POR QP,202
RIO DE JANEIRO,10,Vereador,FELIPE MICHEL,45,PSDB,ELEITO POR QP,148
RIO DE JANEIRO,231,Vereador,FELIPE MICHEL,45,PSDB,ELEITO POR QP,29
RIO DE JANEIRO,9,Vereador,TERESA BERGHER,45,PSDB,ELEITO POR QP,321
RIO DE JANEIRO,191,Vereador,FELIPE MICHEL,45,PSDB,ELEITO POR QP,216
RIO DE JANEIRO,1,Vereador,TERESA BERGHER,45,PSDB,ELEITO POR QP,66
RIO DE JANEIRO,20,Vereador,TERESA BERGHER,45,PSDB,ELEITO POR QP,64
RIO DE JANEIRO,215,Vereador,TERESA BERGHER,45,PSDB,ELEITO POR QP,166
RIO DE JANEIRO,237,Vereador,FELIPE MICHEL,45,PSDB,ELEITO POR QP,14
RIO DE JANEIRO,243,Vereador,FELIPE MICHEL,45,PSDB,ELEITO POR QP,18
RIO DE JANEIRO,180,Vereador,VAL,51,PEN,ELEITO POR QP,43
RIO DE JANEIRO,240,Vereador,VAL,51,PEN,ELEITO POR QP,4
RIO DE JANEIRO,178,Vereador,VAL,51,PEN,ELEITO POR QP,68
RIO DE JANEIRO,236,Vereador,VAL,51,PEN,ELEITO POR QP,23
RIO DE JANEIRO,1,Vereador,LEANDRO LYRA,30,NOVO,ELEITO POR QP,40
RIO DE JANEIRO,245,Vereador,LEANDRO LYRA,30,NOVO,ELEITO POR QP,34
RIO DE JANEIRO,192,Vereador,LEANDRO LYRA,30,NOVO,ELEITO POR QP,356
RIO DE JANEIRO,1,Vereador,JONES MOURA,55,PSD,ELEITO POR QP,63
RIO DE JANEIRO,123,Vereador,LEANDRO LYRA,30,NOVO,ELEITO POR QP,46
RIO DE JANEIRO,22,Vereador,LEANDRO LYRA,30,NOVO,ELEITO POR QP,90
RIO DE JANEIRO,117,Vereador,JONES MOURA,55,PSD,ELEITO POR QP,72
RIO DE JANEIRO,191,Vereador,JONES MOURA,55,PSD,ELEITO POR QP,100
RIO DE JANEIRO,217,Vereador,JONES MOURA,55,PSD,ELEITO POR QP,199
RIO DE JANEIRO,168,Vereador,JONES MOURA,55,PSD,ELEITO POR QP,98
RIO DE JANEIRO,171,Vereador,JONES MOURA,55,PSD,ELEITO POR QP,32
RIO DE JANEIRO,5,Vereador,JONES MOURA,55,PSD,ELEITO POR QP,23
RIO DE JANEIRO,8,Vereador,CARLOS BOLSONARO,20,PSC,ELEITO POR QP,871
RIO DE JANEIRO,170,Vereador,OTONI DE PAULA JR,20,PSC,ELEITO POR QP,29
RIO DE JANEIRO,5,Vereador,OTONI DE PAULA JR,20,PSC,ELEITO POR QP,4
RIO DE JANEIRO,23,Vereador,OTONI DE PAULA JR,20,PSC,ELEITO POR QP,80
RIO DE JANEIRO,170,Vereador,CARLOS BOLSONARO,20,PSC,ELEITO POR QP,1517
RIO DE JANEIRO,245,Vereador,OTONI DE PAULA JR,20,PSC,ELEITO POR QP,48
RIO DE JANEIRO,243,Vereador,CARLOS BOLSONARO,20,PSC,ELEITO POR QP,1135
RIO DE JANEIRO,2,Vereador,CLÁUDIO CASTRO,20,PSC,ELEITO POR QP,143
RIO DE JANEIRO,1,Vereador,CARLOS BOLSONARO,20,PSC,ELEITO POR QP,334
RIO DE JANEIRO,14,Vereador,CARLOS BOLSONARO,20,PSC,ELEITO POR QP,1003
RIO DE JANEIRO,173,Vereador,OTONI DE PAULA JR,20,PSC,ELEITO POR QP,17
RIO DE JANEIRO,17,Vereador,OTONI DE PAULA JR,20,PSC,ELEITO POR QP,10
RIO DE JANEIRO,182,Vereador,CLÁUDIO CASTRO,20,PSC,ELEITO POR QP,186
RIO DE JANEIRO,118,Vereador,OTONI DE PAULA JR,20,PSC,ELEITO POR QP,114
RIO DE JANEIRO,9,Vereador,CLÁUDIO CASTRO,20,PSC,ELEITO POR QP,336
RIO DE JANEIRO,175,Vereador,RENATO MOURA,12,PDT,ELEITO POR QP,26
RIO DE JANEIRO,118,Vereador,LUIZ CARLOS RAMOS FILHO,19,PTN,ELEITO POR QP,134
RIO DE JANEIRO,236,Vereador,LUIZ CARLOS RAMOS FILHO,19,PTN,ELEITO POR QP,166
RIO DE JANEIRO,228,Vereador,LUIZ CARLOS RAMOS FILHO,19,PTN,ELEITO POR QP,27
RIO DE JANEIRO,122,Vereador,CHIQUINHO BRAZÃO,15,PMDB,ELEITO POR QP,26
RIO DE JANEIRO,121,Vereador,CHIQUINHO BRAZÃO,15,PMDB,ELEITO POR QP,46
RIO DE JANEIRO,175,Vereador,JUNIOR DA LUCINHA,15,PMDB,ELEITO POR QP,139
RIO DE JANEIRO,205,Vereador,CESAR MAIA,25,DEM,ELEITO POR QP,727
RIO DE JANEIRO,169,Vereador,CARLO CAIADO,25,DEM,ELEITO POR QP,61
RIO DE JANEIRO,124,Vereador,CARLO CAIADO,25,DEM,ELEITO POR QP,40
RIO DE JANEIRO,204,Vereador,CHIQUINHO BRAZÃO,15,PMDB,ELEITO POR QP,51
RIO DE JANEIRO,121,Vereador,ROSA FERNANDES,15,PMDB,ELEITO POR QP,401
RIO DE JANEIRO,18,Vereador,CESAR MAIA,25,DEM,ELEITO POR QP,743
RIO DE JANEIRO,246,Vereador,ALEXANDRE ISQUIERDO,25,DEM,ELEITO POR QP,273
RIO DE JANEIRO,13,Vereador,CHIQUINHO BRAZÃO,15,PMDB,ELEITO POR QP,1351
RIO DE JANEIRO,242,Vereador,THIAGO K. RIBEIRO,15,PMDB,ELEITO POR QP,58
RIO DE JANEIRO,11,Vereador,WILLIAN COELHO,15,PMDB,ELEITO POR QP,36
RIO DE JANEIRO,228,Vereador,CARLO CAIADO,25,DEM,ELEITO POR QP,142
RIO DE JANEIRO,15,Vereador,CHIQUINHO BRAZÃO,15,PMDB,ELEITO POR QP,115
RIO DE JANEIRO,123,Vereador,JUNIOR DA LUCINHA,15,PMDB,ELEITO POR QP,41
RIO DE JANEIRO,124,Vereador,ALEXANDRE ISQUIERDO,25,DEM,ELEITO POR QP,103
RIO DE JANEIRO,9,Vereador,ALEXANDRE ISQUIERDO,25,DEM,ELEITO POR QP,383
RIO DE JANEIRO,162,Vereador,CHIQUINHO BRAZÃO,15,PMDB,ELEITO POR QP,19
RIO DE JANEIRO,212,Vereador,RAFAEL ALOISIO FREITAS,15,PMDB,ELEITO POR QP,40
RIO DE JANEIRO,245,Vereador,RAFAEL ALOISIO FREITAS,15,PMDB,ELEITO POR QP,18
RIO DE JANEIRO,170,Vereador,ALEXANDRE ISQUIERDO,25,DEM,ELEITO POR QP,94
RIO DE JANEIRO,171,Vereador,CHIQUINHO BRAZÃO,15,PMDB,ELEITO POR QP,57
RIO DE JANEIRO,231,Vereador,RAFAEL ALOISIO FREITAS,15,PMDB,ELEITO POR QP,58
RIO DE JANEIRO,2,Vereador,THIAGO K. RIBEIRO,15,PMDB,ELEITO POR QP,960
RIO DE JANEIRO,246,Vereador,JUNIOR DA LUCINHA,15,PMDB,ELEITO POR QP,6160
RIO DE JANEIRO,167,Vereador,WILLIAN COELHO,15,PMDB,ELEITO POR QP,42
RIO DE JANEIRO,17,Vereador,VERA LINS,11,PP,ELEITO POR QP,48
RIO DE JANEIRO,12,Vereador,MARCELINO D ALMEIDA,11,PP,ELEITO POR QP,35
RIO DE JANEIRO,237,Vereador,VERA LINS,11,PP,ELEITO POR QP,40
RIO DE JANEIRO,242,Vereador,WILLIAN COELHO,15,PMDB,ELEITO POR QP,528
RIO DE JANEIRO,206,Vereador,THIAGO K. RIBEIRO,15,PMDB,ELEITO POR QP,126
RIO DE JANEIRO,245,Vereador,ROSA FERNANDES,15,PMDB,ELEITO POR QP,59
RIO DE JANEIRO,7,Vereador,ROSA FERNANDES,15,PMDB,ELEITO POR QP,176
RIO DE JANEIRO,237,Vereador,JAIRINHO,15,PMDB,ELEITO POR QP,173
RIO DE JANEIRO,125,Vereador,JUNIOR DA LUCINHA,15,PMDB,ELEITO POR QP,4706
RIO DE JANEIRO,24,Vereador,MARCELINO D ALMEIDA,11,PP,ELEITO POR QP,1845
RIO DE JANEIRO,231,Vereador,MARCELINO D ALMEIDA,11,PP,ELEITO POR QP,886
RIO DE JANEIRO,240,Vereador,JORGE FELIPPE,15,PMDB,ELEITO POR QP,104
RIO DE JANEIRO,1,Vereador,JUNIOR DA LUCINHA,15,PMDB,ELEITO POR QP,19
RIO DE JANEIRO,12,Vereador,JORGE FELIPPE,15,PMDB,ELEITO POR QP,61
RIO DE JANEIRO,23,Vereador,JAIRINHO,15,PMDB,ELEITO POR QP,162
RIO DE JANEIRO,10,Vereador,CHIQUINHO BRAZÃO,15,PMDB,ELEITO POR QP,244
RIO DE JANEIRO,219,Vereador,JUNIOR DA LUCINHA,15,PMDB,ELEITO POR QP,52
RIO DE JANEIRO,11,Vereador,THIAGO K. RIBEIRO,15,PMDB,ELEITO POR QP,72
RIO DE JANEIRO,163,Vereador,CHIQUINHO BRAZÃO,15,PMDB,ELEITO POR QP,37
RIO DE JANEIRO,204,Vereador,WILLIAN COELHO,15,PMDB,ELEITO POR QP,8
RIO DE JANEIRO,189,Vereador,RAFAEL ALOISIO FREITAS,15,PMDB,ELEITO POR QP,39
RIO DE JANEIRO,2,Vereador,BISPO INALDO SILVA,10,PRB,ELEITO POR QP,972
RIO DE JANEIRO,235,Vereador,BISPO INALDO SILVA,10,PRB,ELEITO POR QP,65
RIO DE JANEIRO,217,Vereador,JOÃO MENDES DE JESUS,10,PRB,ELEITO POR QP,97
RIO DE JANEIRO,206,Vereador,JOÃO MENDES DE JESUS,10,PRB,ELEITO POR QP,40
RIO DE JANEIRO,167,Vereador,JOÃO MENDES DE JESUS,10,PRB,ELEITO POR QP,158
RIO DE JANEIRO,25,Vereador,JOÃO MENDES DE JESUS,10,PRB,ELEITO POR QP,947
RIO DE JANEIRO,208,Vereador,TÂNIA BASTOS ,10,PRB,ELEITO POR QP,37
RIO DE JANEIRO,242,Vereador,TÂNIA BASTOS ,10,PRB,ELEITO POR QP,55
RIO DE JANEIRO,243,Vereador,TÂNIA BASTOS ,10,PRB,ELEITO POR QP,28
RIO DE JANEIRO,10,Vereador,BISPO INALDO SILVA,10,PRB,ELEITO POR QP,261
RIO DE JANEIRO,4,Vereador,TÂNIA BASTOS ,10,PRB,ELEITO POR QP,366
RIO DE JANEIRO,234,Vereador,TÂNIA BASTOS ,10,PRB,ELEITO POR QP,31
RIO DE JANEIRO,233,Vereador,JOÃO MENDES DE JESUS,10,PRB,ELEITO POR QP,831
RIO DE JANEIRO,10,Vereador,TÂNIA BASTOS ,10,PRB,ELEITO POR QP,523
RIO DE JANEIRO,193,Vereador,TÂNIA BASTOS ,10,PRB,ELEITO POR QP,61
RIO DE JANEIRO,18,Vereador,TÂNIA BASTOS ,10,PRB,ELEITO POR QP,98
RIO DE JANEIRO,228,Vereador,BISPO INALDO SILVA,10,PRB,ELEITO POR QP,55
RIO DE JANEIRO,169,Vereador,DR GILBERTO,33,PMN,ELEITO POR QP,7
RIO DE JANEIRO,121,Vereador,DR GILBERTO,33,PMN,ELEITO POR QP,32
RIO DE JANEIRO,21,Vereador,DR GILBERTO,33,PMN,ELEITO POR QP,70
RIO DE JANEIRO,118,Vereador,DR GILBERTO,33,PMN,ELEITO POR QP,16
RIO DE JANEIRO,16,Vereador,DR GILBERTO,33,PMN,ELEITO POR QP,8
RIO DE JANEIRO,219,Vereador,DR GILBERTO,33,PMN,ELEITO POR QP,28
RIO DE JANEIRO,192,Vereador,DR GILBERTO,33,PMN,ELEITO POR QP,15
RIO DE JANEIRO,119,Vereador,MARCELO ARAR,14,PTB,ELEITO POR QP,445
RIO DE JANEIRO,217,Vereador,MARCELO ARAR,14,PTB,ELEITO POR QP,170
RIO DE JANEIRO,214,Vereador,ZICO,14,PTB,ELEITO POR QP,18
RIO DE JANEIRO,14,Vereador,MARCELO ARAR,14,PTB,ELEITO POR QP,211
RIO DE JANEIRO,180,Vereador,MARCELO ARAR,14,PTB,ELEITO POR QP,702
RIO DE JANEIRO,235,Vereador,ZICO,14,PTB,ELEITO POR QP,89
RIO DE JANEIRO,21,Vereador,ZICO,14,PTB,ELEITO POR QP,22
RIO DE JANEIRO,123,Vereador,MARCELO ARAR,14,PTB,ELEITO POR QP,67
RIO DE JANEIRO,245,Vereador,ZICO,14,PTB,ELEITO POR QP,685
RIO DE JANEIRO,240,Vereador,ZICO,14,PTB,ELEITO POR QP,55
RIO DE JANEIRO,206,Vereador,ZICO,14,PTB,ELEITO POR QP,7
RIO DE JANEIRO,166,Vereador,MARCELO ARAR,14,PTB,ELEITO POR QP,149
RIO DE JANEIRO,19,Vereador,DAVID MIRANDA,50,PSOL,ELEITO POR MÉDIA,138
RIO DE JANEIRO,125,Vereador,DAVID MIRANDA,50,PSOL,ELEITO POR MÉDIA,10
RIO DE JANEIRO,219,Vereador,LEONEL BRIZOLA NETO,50,PSOL,ELEITO POR MÉDIA,134
RIO DE JANEIRO,16,Vereador,DAVID MIRANDA,50,PSOL,ELEITO POR MÉDIA,233
RIO DE JANEIRO,232,Vereador,LEONEL BRIZOLA NETO,50,PSOL,ELEITO POR MÉDIA,47
RIO DE JANEIRO,234,Vereador,DAVID MIRANDA,50,PSOL,ELEITO POR MÉDIA,42
RIO DE JANEIRO,175,Vereador,DAVID MIRANDA,50,PSOL,ELEITO POR MÉDIA,43
RIO DE JANEIRO,2,Vereador,DAVID MIRANDA,50,PSOL,ELEITO POR MÉDIA,70
RIO DE JANEIRO,123,Vereador,LEONEL BRIZOLA NETO,50,PSOL,ELEITO POR MÉDIA,29
RIO DE JANEIRO,18,Vereador,DAVID MIRANDA,50,PSOL,ELEITO POR MÉDIA,108
RIO DE JANEIRO,170,Vereador,DR. JORGE MANAIA,77,SD,ELEITO POR MÉDIA,141
RIO DE JANEIRO,191,Vereador,DR. JORGE MANAIA,77,SD,ELEITO POR MÉDIA,142
RIO DE JANEIRO,168,Vereador,DR. JORGE MANAIA,77,SD,ELEITO POR MÉDIA,220
RIO DE JANEIRO,237,Vereador,DR. JORGE MANAIA,77,SD,ELEITO POR MÉDIA,81
RIO DE JANEIRO,179,Vereador,DR. JORGE MANAIA,77,SD,ELEITO POR MÉDIA,496
RIO DE JANEIRO,189,Vereador,DR. JORGE MANAIA,77,SD,ELEITO POR MÉDIA,88
RIO DE JANEIRO,232,Vereador,ZICO BACANA,31,PHS,ELEITO POR MÉDIA,10
RIO DE JANEIRO,11,Vereador,ZICO BACANA,31,PHS,ELEITO POR MÉDIA,7
RIO DE JANEIRO,252,Vereador,ZICO BACANA,31,PHS,ELEITO POR MÉDIA,2
RIO DE JANEIRO,5,Vereador,ZICO BACANA,31,PHS,ELEITO POR MÉDIA,3
RIO DE JANEIRO,161,Vereador,ELISEU KESSLER,55,PSD,ELEITO POR MÉDIA,118
RIO DE JANEIRO,165,Vereador,ELISEU KESSLER,55,PSD,ELEITO POR MÉDIA,15
RIO DE JANEIRO,178,Vereador,FERNANDO WILLIAM,12,PDT,ELEITO POR MÉDIA,77
RIO DE JANEIRO,119,Vereador,FERNANDO WILLIAM,12,PDT,ELEITO POR MÉDIA,285
RIO DE JANEIRO,188,Vereador,PROFESSOR CELIO LUPPARELLI,25,DEM,ELEITO POR MÉDIA,12
RIO DE JANEIRO,212,Vereador,PROFESSOR CELIO LUPPARELLI,25,DEM,ELEITO POR MÉDIA,8
RIO DE JANEIRO,189,Vereador,PROFESSOR CELIO LUPPARELLI,25,DEM,ELEITO POR MÉDIA,31
RIO DE JANEIRO,237,Vereador,PROFESSOR ADALMIR,45,PSDB,ELEITO POR MÉDIA,7
RIO DE JANEIRO,246,Vereador,PROFESSOR ADALMIR,45,PSDB,ELEITO POR MÉDIA,10
RIO DE JANEIRO,18,Vereador,PROFESSOR ADALMIR,45,PSDB,ELEITO POR MÉDIA,4
RIO DE JANEIRO,185,Vereador,PROFESSOR ADALMIR,45,PSDB,ELEITO POR MÉDIA,25
RIO DE JANEIRO,207,Vereador,PAULO MESSINA,90,PROS,ELEITO POR MÉDIA,115
RIO DE JANEIRO,252,Vereador,DR. JOÃO RICARDO,15,PMDB,ELEITO POR MÉDIA,147
RIO DE JANEIRO,193,Vereador,DR. JOÃO RICARDO,15,PMDB,ELEITO POR MÉDIA,84
RIO DE JANEIRO,191,Vereador,DR. JOÃO RICARDO,15,PMDB,ELEITO POR MÉDIA,76
RIO DE JANEIRO,213,Vereador,DR. JOÃO RICARDO,15,PMDB,ELEITO POR MÉDIA,116
RIO DE JANEIRO,193,Vereador,JAIR DA MENDES GOMES,33,PMN,ELEITO POR MÉDIA,10
RIO DE JANEIRO,11,Vereador,JAIR DA MENDES GOMES,33,PMN,ELEITO POR MÉDIA,12
RIO DE JANEIRO,236,Vereador,JAIR DA MENDES GOMES,33,PMN,ELEITO POR MÉDIA,1
RIO DE JANEIRO,209,Vereador,ROGERIO ROCAL,14,PTB,ELEITO POR MÉDIA,13
RIO DE JANEIRO,160,Vereador,ROGERIO ROCAL,14,PTB,ELEITO POR MÉDIA,6
RIO DE JANEIRO,190,Vereador,ROGERIO ROCAL,14,PTB,ELEITO POR MÉDIA,11
RIO DE JANEIRO,122,Vereador,ROGERIO ROCAL,14,PTB,ELEITO POR MÉDIA,736
RIO DE JANEIRO,10,Vereador,ROGERIO ROCAL,14,PTB,ELEITO POR MÉDIA,12
RIO DE JANEIRO,11,Vereador,ROGERIO ROCAL,14,PTB,ELEITO POR MÉDIA,6
RIO DE JANEIRO,20,Vereador,TARCÍSIO MOTTA,50,PSOL,ELEITO POR QP,1575
RIO DE JANEIRO,192,Vereador,RENATO CINCO,50,PSOL,ELEITO POR QP,286
RIO DE JANEIRO,166,Vereador,MARIELLE FRANCO,50,PSOL,ELEITO POR QP,1170
RIO DE JANEIRO,21,Vereador,RENATO CINCO,50,PSOL,ELEITO POR QP,100
RIO DE JANEIRO,229,Vereador,RENATO CINCO,50,PSOL,ELEITO POR QP,297
RIO DE JANEIRO,161,Vereador,MARIELLE FRANCO,50,PSOL,ELEITO POR QP,1688
RIO DE JANEIRO,179,Vereador,RENATO CINCO,50,PSOL,ELEITO POR QP,328
RIO DE JANEIRO,10,Vereador,PAULO PINHEIRO,50,PSOL,ELEITO POR QP,77
RIO DE JANEIRO,122,Vereador,TARCÍSIO MOTTA,50,PSOL,ELEITO POR QP,602
RIO DE JANEIRO,228,Vereador,TARCÍSIO MOTTA,50,PSOL,ELEITO POR QP,1317
RIO DE JANEIRO,220,Vereador,TARCÍSIO MOTTA,50,PSOL,ELEITO POR QP,262
RIO DE JANEIRO,189,Vereador,PAULO PINHEIRO,50,PSOL,ELEITO POR QP,43
RIO DE JANEIRO,10,Vereador,TARCÍSIO MOTTA,50,PSOL,ELEITO POR QP,882
RIO DE JANEIRO,217,Vereador,TARCÍSIO MOTTA,50,PSOL,ELEITO POR QP,613
RIO DE JANEIRO,163,Vereador,PAULO PINHEIRO,50,PSOL,ELEITO POR QP,314
RIO DE JANEIRO,214,Vereador,PAULO PINHEIRO,50,PSOL,ELEITO POR QP,166
RIO DE JANEIRO,185,Vereador,PAULO PINHEIRO,50,PSOL,ELEITO POR QP,70
RIO DE JANEIRO,180,Vereador,PAULO PINHEIRO,50,PSOL,ELEITO POR QP,111
RIO DE JANEIRO,242,Vereador,RENATO CINCO,50,PSOL,ELEITO POR QP,86
RIO DE JANEIRO,124,Vereador,MARIELLE FRANCO,50,PSOL,ELEITO POR QP,145
RIO DE JANEIRO,206,Vereador,RENATO CINCO,50,PSOL,ELEITO POR QP,225
RIO DE JANEIRO,14,Vereador,MARIELLE FRANCO,50,PSOL,ELEITO POR QP,253
RIO DE JANEIRO,229,Vereador,ITALO CIBA,70,PT do B,ELEITO POR QP,12
RIO DE JANEIRO,6,Vereador,ITALO CIBA,70,PT do B,ELEITO POR QP,4
RIO DE JANEIRO,210,Vereador,ITALO CIBA,70,PT do B,ELEITO POR QP,147
RIO DE JANEIRO,165,Vereador,ITALO CIBA,70,PT do B,ELEITO POR QP,1
RIO DE JANEIRO,213,Vereador,DR. CARLOS EDUARDO,77,SD,ELEITO POR QP,65
RIO DE JANEIRO,216,Vereador,DR. CARLOS EDUARDO,77,SD,ELEITO POR QP,83
RIO DE JANEIRO,124,Vereador,DR. CARLOS EDUARDO,77,SD,ELEITO POR QP,155
RIO DE JANEIRO,238,Vereador,DR. CARLOS EDUARDO,77,SD,ELEITO POR QP,188
RIO DE JANEIRO,164,Vereador,DR. CARLOS EDUARDO,77,SD,ELEITO POR QP,141
RIO DE JANEIRO,4,Vereador,DR. CARLOS EDUARDO,77,SD,ELEITO POR QP,225
RIO DE JANEIRO,5,Vereador,DR. CARLOS EDUARDO,77,SD,ELEITO POR QP,151
RIO DE JANEIRO,206,Vereador,REIMONT,13,PT,ELEITO POR QP,206
RIO DE JANEIRO,20,Vereador,REIMONT,13,PT,ELEITO POR QP,136
RIO DE JANEIRO,191,Vereador,LUCIANA NOVAES,13,PT,ELEITO POR QP,174
RIO DE JANEIRO,20,Vereador,LUCIANA NOVAES,13,PT,ELEITO POR QP,245
RIO DE JANEIRO,217,Vereador,REIMONT,13,PT,ELEITO POR QP,107
RIO DE JANEIRO,244,Vereador,REIMONT,13,PT,ELEITO POR QP,71
RIO DE JANEIRO,11,Vereador,REIMONT,13,PT,ELEITO POR QP,125
RIO DE JANEIRO,252,Vereador,LUCIANA NOVAES,13,PT,ELEITO POR QP,150
RIO DE JANEIRO,14,Vereador,LUCIANA NOVAES,13,PT,ELEITO POR QP,162
RIO DE JANEIRO,213,Vereador,LUCIANA NOVAES,13,PT,ELEITO POR QP,252
RIO DE JANEIRO,122,Vereador,LUCIANA NOVAES,13,PT,ELEITO POR QP,194
RIO DE JANEIRO,243,Vereador,LUCIANA NOVAES,13,PT,ELEITO POR QP,101
RIO DE JANEIRO,206,Vereador,LUCIANA NOVAES,13,PT,ELEITO POR QP,153
RIO DE JANEIRO,13,Vereador,TERESA BERGHER,45,PSDB,ELEITO POR QP,107
RIO DE JANEIRO,161,Vereador,FELIPE MICHEL,45,PSDB,ELEITO POR QP,77
RIO DE JANEIRO,240,Vereador,TERESA BERGHER,45,PSDB,ELEITO POR QP,6
RIO DE JANEIRO,228,Vereador,FELIPE MICHEL,45,PSDB,ELEITO POR QP,27
RIO DE JANEIRO,22,Vereador,TERESA BERGHER,45,PSDB,ELEITO POR QP,52
RIO DE JANEIRO,170,Vereador,FELIPE MICHEL,45,PSDB,ELEITO POR QP,87
RIO DE JANEIRO,175,Vereador,VAL,51,PEN,ELEITO POR QP,2400
RIO DE JANEIRO,162,Vereador,VAL,51,PEN,ELEITO POR QP,116
RIO DE JANEIRO,170,Vereador,VAL,51,PEN,ELEITO POR QP,12
RIO DE JANEIRO,220,Vereador,JONES MOURA,55,PSD,ELEITO POR QP,114
RIO DE JANEIRO,14,Vereador,MARCELLO SICILIANO,31,PHS,ELEITO POR QP,37
RIO DE JANEIRO,6,Vereador,JONES MOURA,55,PSD,ELEITO POR QP,36
RIO DE JANEIRO,162,Vereador,MARCELLO SICILIANO,31,PHS,ELEITO POR QP,12
RIO DE JANEIRO,176,Vereador,CLÁUDIO CASTRO,20,PSC,ELEITO POR QP,58
RIO DE JANEIRO,218,Vereador,CLÁUDIO CASTRO,20,PSC,ELEITO POR QP,68
RIO DE JANEIRO,125,Vereador,CLÁUDIO CASTRO,20,PSC,ELEITO POR QP,53
RIO DE JANEIRO,213,Vereador,CARLOS BOLSONARO,20,PSC,ELEITO POR QP,1012
RIO DE JANEIRO,210,Vereador,OTONI DE PAULA JR,20,PSC,ELEITO POR QP,38
RIO DE JANEIRO,231,Vereador,OTONI DE PAULA JR,20,PSC,ELEITO POR QP,27
RIO DE JANEIRO,124,Vereador,OTONI DE PAULA JR,20,PSC,ELEITO POR QP,17
RIO DE JANEIRO,171,Vereador,RENATO MOURA,12,PDT,ELEITO POR QP,12
RIO DE JANEIRO,169,Vereador,RENATO MOURA,12,PDT,ELEITO POR QP,20
RIO DE JANEIRO,4,Vereador,RENATO MOURA,12,PDT,ELEITO POR QP,15
RIO DE JANEIRO,234,Vereador,RENATO MOURA,12,PDT,ELEITO POR QP,1075
RIO DE JANEIRO,12,Vereador,LUIZ CARLOS RAMOS FILHO,19,PTN,ELEITO POR QP,27
